customer_id,age,contract_type,monthly_fee,tenure_months,support_tickets,avg_call_duration,data_usage_gb,payment_delay_days,churned
135,29,yearly,15.2,65,2,18.48,29.25,10,0
136,51,yearly,72.55,28,1,6.14,35.86,23,1
137,50,monthly,98.53,16,1,8.04,45.87,6,1
138,65,yearly,31.53,47,1,11.81,35.42,9,0
139,72,yearly,22.8,58,0,17.75,33.75,6,0
140,40,monthly,20.92,27,1,18.9,20.02,4,0
141,41,monthly,37.29,53,2,15.05,0.56,11,0
142,54,yearly,19.09,42,3,2.65,6.45,15,0
143,52,monthly,72.29,59,5,13.71,26.96,28,1
144,61,yearly,15.61,47,3,8.8,33.92,24,1
145,57,monthly,55.85,34,2,9.94,21.16,20,0
146,39,yearly,99.7,37,4,1.93,36.67,17,1
147,44,monthly,83.26,6,3,4.63,26.33,2,0
148,52,monthly,65.37,7,2,16.02,4.17,19,1
149,18,monthly,37.56,25,1,9.63,10.0,14,1
150,52,yearly,66.15,33,1,6.73,42.08,4,0
151,54,yearly,57.43,55,4,8.3,36.38,12,1
152,64,monthly,48.35,58,5,17.23,44.79,18,1
153,31,monthly,21.76,7,1,15.23,6.32,11,0
154,20,yearly,89.79,57,3,6.17,49.52,29,1
155,18,monthly,50.48,12,2,3.23,10.87,22,1
156,22,yearly,27.52,16,1,5.79,1.08,20,1
157,43,monthly,43.1,43,2,18.49,49.87,4,0
158,72,monthly,47.27,7,1,12.05,14.41,5,0
159,31,monthly,84.48,51,2,11.14,33.57,6,0
160,56,monthly,76.03,32,1,12.33,9.25,25,0
161,44,yearly,79.24,8,0,7.95,29.22,9,1
162,26,monthly,10.99,45,2,16.34,45.25,15,0
163,32,monthly,47.45,59,1,10.94,16.35,7,0
164,32,yearly,53.32,4,2,3.22,33.68,8,1
165,43,monthly,11.73,67,3,3.45,9.8,26,1
166,59,monthly,33.38,29,0,11.2,31.43,3,0
167,30,yearly,78.43,29,0,18.79,17.15,20,0
168,68,yearly,22.34,28,2,6.86,10.95,20,0
169,49,monthly,58.18,44,1,17.52,16.0,7,0
170,56,yearly,29.37,4,2,15.52,9.35,24,1
171,66,yearly,11.09,9,3,5.71,45.14,6,0
172,69,monthly,31.71,5,2,1.69,20.16,14,1
173,49,monthly,97.83,56,3,2.94,12.64,20,1
174,21,yearly,82.14,50,3,14.84,22.7,2,0
175,47,yearly,96.36,15,3,4.79,16.37,16,1
176,54,monthly,53.91,32,2,8.05,37.35,10,0
177,40,yearly,19.88,28,0,10.53,48.58,8,1
178,56,yearly,59.32,22,2,14.78,22.18,4,1
179,62,monthly,50.89,17,2,3.15,43.12,24,1
180,32,monthly,85.99,59,2,8.72,28.51,9,1
181,60,monthly,18.83,71,3,10.22,8.28,14,1
182,46,yearly,53.94,57,1,11.28,34.69,27,1
183,53,monthly,23.5,26,2,16.55,25.92,28,0
184,30,monthly,39.22,25,0,4.26,32.71,13,1
185,49,yearly,76.36,10,0,16.35,44.54,3,1
186,24,yearly,52.84,45,2,14.16,22.3,20,0
187,68,monthly,43.83,11,3,11.56,45.11,19,1
188,39,yearly,45.5,53,1,14.29,37.66,1,1
189,45,monthly,51.35,68,1,8.83,24.69,11,0
190,19,yearly,80.65,28,4,3.63,30.36,0,0
191,59,monthly,90.29,65,1,13.65,16.62,23,1
192,62,monthly,95.98,49,2,10.97,49.19,19,1
193,74,yearly,80.82,47,0,13.15,33.53,4,0
194,70,monthly,38.39,52,4,7.42,2.67,5,0
195,23,monthly,71.93,54,3,18.23,16.67,29,0
196,45,yearly,49.38,60,2,12.16,31.35,23,1
197,45,yearly,32.92,57,2,2.62,3.29,10,1
198,61,yearly,85.68,47,3,9.55,1.68,7,0
199,61,yearly,13.46,31,3,15.37,22.78,6,1
200,37,monthly,91.16,46,1,16.09,16.97,3,1
201,47,monthly,51.53,26,3,10.4,22.2,5,0
202,28,monthly,67.35,5,3,18.0,13.5,15,1
203,72,monthly,69.34,52,0,6.09,8.65,19,0
204,45,yearly,90.56,54,4,8.8,34.61,14,0
205,42,monthly,67.3,33,4,18.07,25.97,13,1
206,56,monthly,65.25,50,2,18.03,10.41,22,0
207,50,monthly,16.0,38,2,14.03,16.32,11,1
208,18,yearly,56.66,27,2,17.32,29.79,28,0
209,74,monthly,23.52,15,0,2.69,4.08,11,1
210,44,monthly,76.37,61,2,17.43,7.8,15,1
211,74,monthly,56.1,21,2,7.09,4.13,14,0
212,69,yearly,71.22,46,3,4.39,40.71,28,1
213,30,monthly,13.75,69,0,5.55,37.74,12,0
214,58,yearly,17.63,6,1,8.94,37.79,10,1
215,20,yearly,74.47,38,3,5.77,35.96,29,1
216,56,monthly,16.49,62,3,7.09,33.63,16,1
217,23,yearly,16.41,62,4,3.56,24.11,20,1
218,25,yearly,11.09,46,0,6.63,32.29,14,1
219,44,yearly,96.09,13,3,11.87,2.4,13,0
220,26,monthly,76.38,3,1,9.4,31.26,9,0
221,54,monthly,41.79,6,2,7.59,39.0,11,0
222,50,yearly,36.69,8,5,15.18,25.27,15,0
223,68,monthly,41.47,44,0,17.98,18.2,14,1
224,59,yearly,79.72,33,1,15.38,14.23,9,0
225,61,yearly,69.52,50,3,7.31,32.32,3,1
226,41,yearly,26.67,11,3,15.14,34.79,26,0
227,32,monthly,25.67,28,1,3.89,43.61,22,1
228,71,monthly,18.86,70,0,3.48,17.45,28,0
229,49,yearly,69.43,41,3,7.57,38.6,8,0
230,49,yearly,78.79,16,3,16.35,28.29,20,0
231,41,monthly,33.85,68,0,5.68,44.2,19,0
232,58,yearly,11.89,48,2,2.2,26.63,8,0
233,69,yearly,17.4,56,0,3.5,26.12,20,0
234,66,monthly,97.11,64,4,17.32,29.1,24,1
235,66,monthly,36.59,59,0,13.04,37.59,23,1
236,69,monthly,79.23,62,2,5.81,48.25,19,1
237,29,monthly,66.22,11,1,11.55,4.14,10,1
238,56,monthly,44.37,18,0,11.02,3.15,10,1
239,19,yearly,28.51,19,1,13.45,46.91,6,1
240,20,monthly,20.92,55,2,5.43,26.73,20,1
241,66,monthly,65.35,26,5,17.42,30.94,9,0
242,54,monthly,79.72,6,1,6.88,24.38,3,0
243,66,monthly,67.95,4,3,14.19,5.14,4,1
244,73,yearly,57.73,29,1,1.31,38.52,4,1
245,34,monthly,13.78,59,5,8.08,37.49,10,1
246,66,monthly,97.16,17,2,7.68,15.93,8,1
247,19,yearly,81.88,43,0,11.33,15.66,27,0
248,19,monthly,36.35,66,1,2.38,41.97,15,1
249,45,monthly,98.2,34,2,16.01,4.08,8,0
250,71,monthly,64.17,8,0,5.14,44.11,21,0
251,40,monthly,62.42,13,1,13.86,13.2,29,0
252,54,monthly,77.33,8,3,16.26,29.85,3,1
253,49,monthly,83.06,65,0,11.68,46.83,1,0
254,50,monthly,69.08,43,0,15.08,34.07,13,1
255,18,yearly,21.53,39,2,13.58,21.01,2,1
256,36,monthly,40.44,59,2,7.76,34.63,17,1
257,19,monthly,93.53,44,2,16.37,17.53,20,1
258,70,yearly,30.22,9,4,6.6,14.22,5,1
259,61,monthly,43.5,37,3,11.85,49.84,10,1
260,43,yearly,48.89,36,1,15.16,37.66,20,0
261,49,monthly,49.55,28,3,8.2,32.41,17,0
262,23,yearly,65.16,42,1,6.75,18.09,11,1
263,49,monthly,94.88,43,3,9.73,2.93,4,1
264,72,monthly,31.66,42,3,16.54,2.04,8,0
265,21,monthly,20.94,66,2,18.67,27.93,19,1
266,72,yearly,27.77,55,3,11.36,38.22,27,0
267,28,monthly,89.82,48,2,13.57,27.1,25,0
268,73,monthly,68.12,22,3,18.16,42.12,17,1
269,34,monthly,35.73,27,1,2.87,2.15,18,1
270,55,yearly,83.44,67,3,5.41,18.65,2,1
271,41,monthly,87.52,13,2,14.47,12.23,8,1
272,22,yearly,86.19,45,4,16.65,22.64,3,1
273,69,monthly,92.7,10,3,17.28,4.08,16,1
274,51,monthly,32.7,9,1,8.89,47.73,16,1
275,23,monthly,77.95,54,1,2.7,11.55,22,1
276,39,monthly,51.45,27,2,9.32,46.15,22,1
277,28,monthly,85.78,34,4,5.38,21.58,1,1
278,65,monthly,75.56,1,2,6.53,49.28,8,1
279,33,yearly,79.88,32,3,15.67,27.93,8,1
280,50,monthly,69.05,71,1,2.44,46.58,4,1
281,26,monthly,25.97,67,2,16.72,0.76,14,0
282,23,monthly,59.05,20,4,9.13,37.54,14,1
283,33,monthly,98.62,35,4,12.33,45.2,2,0
284,46,monthly,94.36,17,1,2.7,7.42,18,1
285,20,monthly,13.89,18,3,7.41,5.26,27,1
286,37,monthly,24.83,45,0,2.7,21.52,2,1
287,53,yearly,21.86,53,2,19.27,46.72,5,0
288,36,yearly,75.34,68,5,16.34,27.35,3,1
289,43,monthly,83.6,65,1,9.73,26.61,23,1
290,20,monthly,29.22,1,2,5.25,7.49,12,1
291,36,yearly,55.53,58,2,18.74,0.54,26,1
292,37,monthly,85.66,26,0,7.55,40.6,12,1
293,49,monthly,75.95,20,3,4.06,4.83,26,0
294,24,monthly,58.8,10,1,11.7,31.88,10,1
295,69,yearly,63.13,59,4,18.93,45.77,4,0
296,58,yearly,55.75,41,5,1.07,10.83,0,0
297,50,monthly,36.78,5,3,5.52,33.43,8,0
298,57,monthly,60.85,65,2,18.83,4.4,16,0
299,56,monthly,72.0,17,0,4.25,30.39,21,1
300,35,yearly,88.6,22,3,3.15,8.61,0,0
301,57,monthly,67.27,41,1,11.83,36.93,2,0
302,18,monthly,78.5,68,1,17.38,15.41,14,1
303,28,yearly,24.41,69,1,10.07,23.44,25,1
304,45,monthly,51.54,11,1,19.9,30.17,20,0
305,74,yearly,10.84,56,2,13.9,8.98,25,0
306,42,monthly,32.2,51,2,2.41,37.21,22,1
307,67,monthly,75.38,21,1,19.86,15.48,29,0
308,40,monthly,99.26,26,0,8.75,33.29,9,1
309,48,yearly,18.93,19,5,6.46,8.34,7,0
310,47,yearly,46.13,60,0,11.6,34.56,11,0
311,59,yearly,82.01,71,0,6.78,6.85,24,0
312,52,monthly,28.36,47,1,2.64,21.56,21,1
313,24,yearly,59.96,71,1,1.03,12.74,14,0
314,33,monthly,75.98,26,3,9.54,37.54,26,1
315,43,monthly,65.44,40,1,16.9,13.47,8,1
316,65,yearly,26.92,5,0,11.87,44.15,23,1
317,74,monthly,41.98,21,1,19.98,44.65,24,1
318,69,monthly,80.54,4,4,6.45,10.22,9,1
319,66,monthly,59.88,23,2,6.33,30.89,19,1
320,19,monthly,10.47,15,0,4.04,4.84,8,0
321,18,monthly,78.49,8,3,4.12,19.88,14,0
322,65,monthly,13.18,41,1,6.42,35.81,22,0
323,29,monthly,77.12,19,1,16.06,33.14,20,0
324,22,yearly,28.22,46,0,18.21,31.42,20,1
325,54,yearly,96.23,28,3,19.53,14.49,0,0
326,49,monthly,43.11,68,1,5.41,19.21,1,0
327,72,monthly,39.42,15,0,17.74,5.6,25,1
328,26,monthly,23.4,37,2,7.24,36.09,18,1
329,58,monthly,37.5,1,3,3.14,25.44,29,1
330,52,monthly,88.9,67,1,17.53,35.58,13,1
331,36,yearly,99.67,24,5,13.09,12.82,7,0
332,65,monthly,43.15,27,3,4.13,16.56,5,1
333,33,monthly,50.37,40,3,9.17,17.04,11,0
334,20,monthly,74.99,63,4,6.46,1.77,25,1
335,37,monthly,89.76,61,1,15.0,17.38,26,1
336,41,yearly,63.37,36,2,9.61,40.26,28,0
337,71,yearly,45.24,24,2,19.8,44.92,14,1
338,73,monthly,47.14,24,2,2.04,26.15,13,0
339,50,yearly,72.61,4,2,7.75,23.05,20,1
340,41,monthly,10.29,67,3,10.16,2.03,28,0
341,69,yearly,65.76,34,3,10.56,44.02,0,1
342,28,yearly,41.99,57,2,7.0,1.14,27,1
343,66,monthly,81.48,49,3,14.86,47.27,10,1
344,25,monthly,18.37,53,1,17.62,24.72,27,0
345,53,monthly,62.94,23,3,18.84,17.43,24,0
346,55,monthly,53.29,69,5,16.3,46.25,2,1
347,57,yearly,67.81,53,0,17.16,1.71,18,0
348,37,monthly,15.84,62,1,11.46,29.28,17,1
349,52,monthly,62.2,41,2,16.69,27.67,19,1
350,65,yearly,60.53,57,0,6.77,11.36,27,0
351,42,yearly,60.46,60,2,8.57,21.73,1,1
352,52,monthly,64.31,54,0,7.02,32.79,28,1
353,42,monthly,70.88,70,2,9.88,36.49,24,0
354,46,monthly,82.45,57,1,6.43,0.54,27,0
355,35,monthly,34.28,10,3,19.27,46.87,25,0
356,63,yearly,84.25,40,2,6.94,8.64,6,0
357,35,monthly,54.84,7,5,2.86,12.06,7,1
358,19,monthly,16.94,38,3,11.01,13.54,18,0
359,71,monthly,15.27,61,1,2.08,2.37,21,1
360,52,monthly,40.08,3,1,3.1,6.59,14,0
361,33,yearly,80.64,51,3,5.17,49.32,9,1
362,58,yearly,73.69,47,0,9.82,16.1,21,0
363,53,monthly,80.98,68,0,9.23,6.21,28,1
364,50,monthly,56.55,38,1,16.19,5.8,0,1
365,21,monthly,49.62,36,1,15.05,36.11,5,1
366,50,yearly,23.27,41,2,9.1,42.8,12,0
367,31,yearly,39.54,69,4,7.34,13.22,13,0
368,38,monthly,49.06,13,2,7.01,1.54,2,1
369,65,yearly,17.97,58,6,15.71,11.54,10,0
370,37,yearly,29.86,50,1,1.99,3.3,2,0
371,73,monthly,63.84,30,2,1.24,5.62,18,1
372,25,yearly,76.21,62,1,16.12,21.86,9,1
373,24,monthly,99.85,25,3,10.07,11.88,26,0
374,20,monthly,93.98,27,3,3.49,26.04,14,0
375,34,monthly,67.83,51,2,5.48,13.05,10,1
376,50,monthly,47.91,57,4,18.72,47.06,14,1
377,65,monthly,67.26,47,2,17.33,45.34,25,1
378,29,yearly,80.71,39,3,14.49,28.56,26,1
379,68,monthly,20.65,16,2,10.16,18.04,23,1
380,39,yearly,46.89,22,2,10.89,19.37,12,1
381,72,monthly,85.58,54,1,19.53,20.89,4,0
382,39,monthly,44.54,21,3,19.35,36.52,3,0
383,63,monthly,61.47,16,3,5.09,22.86,12,1
384,47,monthly,62.9,59,2,16.41,42.91,8,1
385,55,yearly,26.6,31,0,4.75,47.23,24,0
386,55,monthly,42.6,42,1,5.06,17.13,16,0
387,62,monthly,40.11,32,1,13.85,28.25,1,0
388,68,monthly,12.36,59,5,8.7,5.21,23,0
389,71,yearly,12.18,34,1,18.7,10.42,4,0
390,25,yearly,84.85,9,3,2.69,20.97,15,0
391,44,yearly,34.58,11,2,10.72,10.71,6,1
392,44,monthly,56.63,10,3,18.45,43.89,0,1
393,51,monthly,36.89,17,4,18.18,8.34,27,1
394,38,monthly,94.66,68,3,3.97,23.06,25,1
395,47,monthly,33.34,48,3,7.97,30.48,11,0
396,50,monthly,48.67,52,2,12.76,34.75,20,0
397,45,monthly,88.55,25,3,4.03,19.46,10,1
398,64,monthly,85.77,21,2,19.39,43.52,11,1
399,50,monthly,26.75,65,2,18.38,28.63,18,1
400,22,yearly,82.24,63,5,4.17,22.26,25,1
401,65,monthly,51.24,51,4,3.3,3.83,11,1
402,36,monthly,53.47,36,1,2.62,23.5,11,0
403,21,yearly,22.01,66,2,18.28,41.13,13,0
404,52,monthly,17.25,15,3,4.68,30.92,1,0
405,66,yearly,75.51,39,2,8.91,41.69,1,0
406,34,monthly,54.68,70,2,9.53,24.95,24,1
407,61,monthly,49.32,1,0,12.38,6.36,28,1
408,45,yearly,75.66,23,3,2.36,1.18,3,0
409,47,yearly,78.9,39,2,5.31,15.51,19,0
410,46,yearly,24.3,57,3,18.7,35.05,22,0
411,63,monthly,64.92,34,2,18.26,39.62,25,1
412,70,monthly,22.18,41,3,15.84,15.14,15,1
413,23,monthly,77.62,13,2,1.37,25.03,9,1
414,52,monthly,69.13,70,2,7.21,21.35,12,0
415,58,yearly,96.1,6,2,12.93,20.82,1,1
416,54,monthly,16.21,52,3,6.23,11.95,2,0
417,41,yearly,15.13,3,2,18.28,7.25,18,0
418,46,monthly,35.4,63,1,13.04,10.24,5,1
419,66,monthly,33.55,49,1,2.37,3.24,18,1
420,63,monthly,32.23,47,3,18.27,10.31,26,0
421,70,yearly,91.56,55,0,19.2,0.96,20,1
422,48,yearly,32.46,64,0,2.48,31.55,19,0
423,52,yearly,34.48,65,3,11.11,16.16,18,1
424,50,yearly,78.35,67,2,6.76,48.67,7,1
425,69,yearly,50.48,15,2,8.46,10.09,13,0
426,38,yearly,79.9,32,0,4.41,17.62,9,0
427,49,monthly,15.88,68,2,11.98,18.21,2,0
428,40,monthly,53.88,18,1,19.2,0.92,5,0
429,50,monthly,13.03,43,2,10.56,42.04,28,0
430,20,yearly,15.64,35,3,2.58,2.08,14,0
431,35,yearly,91.58,58,1,12.78,47.04,22,0
432,42,monthly,22.53,33,5,7.46,44.66,22,1
433,59,yearly,57.92,14,1,17.26,27.01,17,1
434,48,yearly,47.0,34,2,9.26,27.41,13,0
435,71,monthly,41.26,61,2,4.66,32.86,18,1
436,20,monthly,90.99,4,1,4.63,19.66,27,1
437,57,yearly,11.96,59,3,15.61,32.54,25,1
438,63,monthly,69.74,29,1,6.05,2.72,9,0
439,41,yearly,96.71,6,1,15.58,3.18,14,1
440,67,monthly,60.42,49,1,4.91,23.13,3,1
441,49,yearly,94.31,40,1,7.11,27.71,22,0
442,64,yearly,14.7,65,4,9.84,44.45,1,1
443,39,yearly,47.69,69,0,18.92,5.68,2,0
444,40,monthly,33.41,27,1,18.7,41.22,6,1
445,19,yearly,75.77,6,1,4.93,10.9,22,1
446,44,yearly,98.32,13,1,7.81,20.01,15,1
447,59,monthly,33.09,64,1,3.84,16.17,9,0
448,19,yearly,68.88,62,1,10.69,20.31,18,1
449,43,monthly,27.83,19,0,9.75,7.95,27,0
450,34,monthly,60.88,43,3,18.11,25.43,16,1
451,57,monthly,51.75,20,0,18.67,40.18,27,1
452,50,monthly,97.48,68,3,8.29,22.36,18,1
453,26,monthly,64.77,44,1,10.34,24.79,4,1
454,60,yearly,41.46,23,6,18.03,42.51,22,0
455,71,monthly,20.27,2,1,16.33,35.45,19,0
456,65,yearly,23.61,22,2,1.07,24.78,12,0
457,56,monthly,30.28,57,1,7.08,13.26,12,1
458,46,monthly,32.59,7,1,9.01,44.3,10,1
459,59,monthly,86.56,56,4,5.36,29.06,10,1
460,72,yearly,60.51,67,1,4.79,11.45,15,0
461,43,monthly,57.11,16,2,1.72,13.82,14,1
462,52,yearly,20.33,51,3,13.22,40.26,16,0
463,67,yearly,87.41,12,0,5.99,2.69,21,1
464,42,yearly,75.05,53,1,1.99,49.61,17,1
465,41,monthly,16.09,5,1,5.39,6.95,27,1
466,30,monthly,73.71,27,1,16.24,39.91,18,1
467,24,yearly,58.92,12,3,17.18,20.04,3,0
468,74,monthly,17.36,17,1,10.18,24.86,21,1
469,53,yearly,51.25,6,2,8.91,44.09,21,0
470,62,monthly,53.62,5,3,19.58,20.94,22,1
471,37,yearly,24.92,57,1,4.81,27.11,4,0
472,18,yearly,95.11,28,2,5.09,2.94,6,1
473,25,yearly,86.5,69,3,6.55,0.62,1,0
474,63,monthly,70.21,59,1,4.28,12.62,0,0
475,33,yearly,51.61,33,2,8.21,34.19,11,0
476,31,monthly,47.06,62,3,18.31,6.5,9,1
477,29,monthly,68.59,50,2,12.69,6.13,7,0
478,68,yearly,59.09,19,0,8.83,20.84,0,1
479,40,yearly,15.6,69,3,18.75,32.57,11,1
480,32,yearly,56.13,66,2,1.92,35.75,1,1
481,45,yearly,82.58,47,2,5.0,9.33,26,1
482,51,monthly,51.33,39,0,11.75,4.44,27,0
483,19,monthly,14.68,68,1,12.7,47.05,9,1
484,49,yearly,80.77,33,0,1.75,13.4,21,0
485,40,monthly,28.12,13,1,8.66,42.74,16,0
486,39,monthly,33.28,54,1,13.33,43.24,25,1
487,68,monthly,24.82,7,2,14.26,38.74,2,0
488,42,monthly,39.72,14,3,13.12,8.86,6,1
489,39,monthly,78.11,19,3,7.09,41.18,11,1
490,39,monthly,56.74,54,2,2.78,38.58,7,1
491,66,monthly,28.44,20,2,9.12,30.04,19,0
492,69,monthly,89.0,29,4,3.45,17.19,11,0
493,59,yearly,89.16,24,1,19.0,13.49,2,0
494,23,monthly,88.35,63,3,10.03,6.53,16,1
495,32,monthly,31.49,57,3,7.03,25.73,27,1
