timestamp,station_id,rentals_count,returns_count,bikes_available,docks_available
2025-07-01 10:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,8,22
2025-07-01 10:00:00,ST_RESIDENZ,17.0,15.0,12,18
2025-07-01 10:00:00,ST_TALAVERA,12.0,16.0,14,16
2025-07-01 11:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,23,7
2025-07-01 11:00:00,ST_RESIDENZ,16.0,14.0,6,24
2025-07-01 11:00:00,ST_TALAVERA,13.0,13.0,19,11
2025-07-01 12:00:00,ST_HUBANDLAND,18.900000000000002,16.900000000000002,13,17
2025-07-01 12:00:00,ST_RESIDENZ,16.0,15.0,23,7
2025-07-01 12:00:00,ST_TALAVERA,12.0,16.0,20,10
2025-07-01 13:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,11,19
2025-07-01 13:00:00,ST_RESIDENZ,14.0,15.0,13,17
2025-07-01 13:00:00,ST_TALAVERA,14.0,12.0,21,9
2025-07-01 14:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,17,13
2025-07-01 14:00:00,ST_RESIDENZ,17.0,15.0,13,17
2025-07-01 14:00:00,ST_TALAVERA,16.0,16.0,23,7
2025-07-01 15:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,16,14
2025-07-01 15:00:00,ST_RESIDENZ,15.0,15.0,17,13
2025-07-01 15:00:00,ST_TALAVERA,12.0,12.0,15,15
2025-07-01 16:00:00,ST_HUBANDLAND,19.900000000000002,16.900000000000002,7,23
2025-07-01 16:00:00,ST_RESIDENZ,14.0,17.0,10,20
2025-07-01 16:00:00,ST_TALAVERA,12.0,12.0,20,10
2025-07-01 17:00:00,ST_HUBANDLAND,16.900000000000002,19.900000000000002,17,13
2025-07-01 17:00:00,ST_RESIDENZ,15.0,14.0,19,11
2025-07-01 17:00:00,ST_TALAVERA,13.0,15.0,9,21
2025-07-01 18:00:00,ST_HUBANDLAND,19.900000000000002,16.900000000000002,19,11
2025-07-01 18:00:00,ST_RESIDENZ,15.0,17.0,23,7
2025-07-01 18:00:00,ST_TALAVERA,14.0,16.0,9,21
2025-07-01 19:00:00,ST_HUBANDLAND,17.900000000000002,18.900000000000002,18,12
2025-07-01 19:00:00,ST_RESIDENZ,14.0,16.0,19,11
2025-07-01 19:00:00,ST_TALAVERA,12.0,14.0,18,12
2025-07-01 20:00:00,ST_HUBANDLAND,18.900000000000002,16.900000000000002,13,17
2025-07-01 20:00:00,ST_RESIDENZ,17.0,16.0,22,8
2025-07-01 20:00:00,ST_TALAVERA,16.0,15.0,22,8
2025-07-01 21:00:00,ST_HUBANDLAND,4.3,1.3,17,13
2025-07-01 21:00:00,ST_RESIDENZ,3.0,2.0,11,19
2025-07-01 21:00:00,ST_TALAVERA,5.0,1.0,12,18
2025-07-01 22:00:00,ST_HUBANDLAND,4.3,2.3,8,22
2025-07-01 22:00:00,ST_RESIDENZ,1.0,4.0,15,15
2025-07-01 22:00:00,ST_TALAVERA,1.0,3.0,9,21
2025-07-01 23:00:00,ST_HUBANDLAND,2.3,1.3,12,18
2025-07-01 23:00:00,ST_RESIDENZ,4.0,4.0,12,18
2025-07-01 23:00:00,ST_TALAVERA,3.0,2.0,11,19
2025-07-02 00:00:00,ST_HUBANDLAND,4.3,3.3,7,23
2025-07-02 00:00:00,ST_RESIDENZ,2.0,1.0,10,20
2025-07-02 00:00:00,ST_TALAVERA,5.0,2.0,20,10
2025-07-02 01:00:00,ST_HUBANDLAND,4.3,2.3,6,24
2025-07-02 01:00:00,ST_RESIDENZ,1.0,1.0,12,18
2025-07-02 01:00:00,ST_TALAVERA,5.0,4.0,18,12
2025-07-02 02:00:00,ST_HUBANDLAND,2.3,3.3,23,7
2025-07-02 02:00:00,ST_RESIDENZ,3.0,1.0,6,24
2025-07-02 02:00:00,ST_TALAVERA,3.0,3.0,9,21
2025-07-02 03:00:00,ST_HUBANDLAND,0.0,0.0,12,18
2025-07-02 03:00:00,ST_RESIDENZ,0.0,0.0,23,7
2025-07-02 03:00:00,ST_TALAVERA,0.0,1.0,13,17
2025-07-02 04:00:00,ST_HUBANDLAND,3.3,3.3,21,9
2025-07-02 04:00:00,ST_RESIDENZ,2.0,1.0,20,10
2025-07-02 04:00:00,ST_TALAVERA,1.0,3.0,8,22
2025-07-02 05:00:00,ST_HUBANDLAND,1.3,3.3,17,13
2025-07-02 05:00:00,ST_RESIDENZ,1.0,1.0,11,19
2025-07-02 05:00:00,ST_TALAVERA,4.0,4.0,8,22
2025-07-02 06:00:00,ST_HUBANDLAND,0.0,0.0,11,19
2025-07-02 06:00:00,ST_RESIDENZ,0.0,0.0,14,16
2025-07-02 06:00:00,ST_TALAVERA,0.0,1.0,20,10
2025-07-02 07:00:00,ST_HUBANDLAND,3.3,1.3,13,17
2025-07-02 07:00:00,ST_RESIDENZ,1.0,2.0,16,14
2025-07-02 07:00:00,ST_TALAVERA,4.0,5.0,21,9
2025-07-02 08:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,16,14
2025-07-02 08:00:00,ST_RESIDENZ,16.0,16.0,21,9
2025-07-02 08:00:00,ST_TALAVERA,15.0,13.0,19,11
2025-07-02 09:00:00,ST_HUBANDLAND,16.900000000000002,17.900000000000002,18,12
2025-07-02 09:00:00,ST_RESIDENZ,15.0,16.0,11,19
2025-07-02 09:00:00,ST_TALAVERA,16.0,14.0,8,22
2025-07-02 10:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,18,12
2025-07-02 10:00:00,ST_RESIDENZ,15.0,17.0,12,18
2025-07-02 10:00:00,ST_TALAVERA,14.0,16.0,10,20
2025-07-02 11:00:00,ST_HUBANDLAND,16.900000000000002,17.900000000000002,19,11
2025-07-02 11:00:00,ST_RESIDENZ,14.0,17.0,11,19
2025-07-02 11:00:00,ST_TALAVERA,16.0,15.0,20,10
2025-07-02 12:00:00,ST_HUBANDLAND,19.900000000000002,16.900000000000002,7,23
2025-07-02 12:00:00,ST_RESIDENZ,17.0,15.0,8,22
2025-07-02 12:00:00,ST_TALAVERA,13.0,13.0,8,22
2025-07-02 13:00:00,ST_HUBANDLAND,16.900000000000002,18.900000000000002,19,11
2025-07-02 13:00:00,ST_RESIDENZ,17.0,16.0,7,23
2025-07-02 13:00:00,ST_TALAVERA,12.0,16.0,10,20
2025-07-02 14:00:00,ST_HUBANDLAND,16.900000000000002,18.900000000000002,23,7
2025-07-02 14:00:00,ST_RESIDENZ,15.0,14.0,23,7
2025-07-02 14:00:00,ST_TALAVERA,13.0,14.0,9,21
2025-07-02 15:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,24,6
2025-07-02 15:00:00,ST_RESIDENZ,16.0,14.0,19,11
2025-07-02 15:00:00,ST_TALAVERA,16.0,13.0,20,10
2025-07-02 16:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,18,12
2025-07-02 16:00:00,ST_RESIDENZ,17.0,17.0,8,22
2025-07-02 16:00:00,ST_TALAVERA,16.0,14.0,20,10
2025-07-02 17:00:00,ST_HUBANDLAND,16.900000000000002,16.900000000000002,12,18
2025-07-02 17:00:00,ST_RESIDENZ,15.0,16.0,13,17
2025-07-02 17:00:00,ST_TALAVERA,16.0,14.0,14,16
2025-07-02 18:00:00,ST_HUBANDLAND,16.900000000000002,18.900000000000002,9,21
2025-07-02 18:00:00,ST_RESIDENZ,16.0,17.0,17,13
2025-07-02 18:00:00,ST_TALAVERA,16.0,14.0,13,17
2025-07-02 19:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,23,7
2025-07-02 19:00:00,ST_RESIDENZ,16.0,17.0,22,8
2025-07-02 19:00:00,ST_TALAVERA,15.0,13.0,8,22
2025-07-02 20:00:00,ST_HUBANDLAND,18.900000000000002,19.900000000000002,8,22
2025-07-02 20:00:00,ST_RESIDENZ,17.0,14.0,20,10
2025-07-02 20:00:00,ST_TALAVERA,12.0,16.0,18,12
2025-07-02 21:00:00,ST_HUBANDLAND,4.3,2.3,18,12
2025-07-02 21:00:00,ST_RESIDENZ,2.0,1.0,5,25
2025-07-02 21:00:00,ST_TALAVERA,4.0,1.0,8,22
2025-07-02 22:00:00,ST_HUBANDLAND,3.3,4.3,20,10
2025-07-02 22:00:00,ST_RESIDENZ,3.0,3.0,8,22
2025-07-02 22:00:00,ST_TALAVERA,5.0,5.0,16,14
2025-07-02 23:00:00,ST_HUBANDLAND,3.3,1.3,24,6
2025-07-02 23:00:00,ST_RESIDENZ,3.0,4.0,22,8
2025-07-02 23:00:00,ST_TALAVERA,3.0,2.0,14,16
2025-07-03 00:00:00,ST_HUBANDLAND,0.0,0.0,10,20
2025-07-03 00:00:00,ST_RESIDENZ,0.0,0.0,12,18
2025-07-03 00:00:00,ST_TALAVERA,0.0,0.0,8,22
2025-07-03 01:00:00,ST_HUBANDLAND,2.3,2.3,10,20
2025-07-03 01:00:00,ST_RESIDENZ,1.0,3.0,24,6
2025-07-03 01:00:00,ST_TALAVERA,5.0,1.0,22,8
2025-07-03 02:00:00,ST_HUBANDLAND,4.3,1.3,7,23
2025-07-03 02:00:00,ST_RESIDENZ,4.0,4.0,20,10
2025-07-03 02:00:00,ST_TALAVERA,5.0,1.0,17,13
2025-07-03 03:00:00,ST_HUBANDLAND,3.3,3.3,19,11
2025-07-03 03:00:00,ST_RESIDENZ,1.0,3.0,15,15
2025-07-03 03:00:00,ST_TALAVERA,1.0,4.0,17,13
2025-07-03 04:00:00,ST_HUBANDLAND,1.3,1.3,7,23
2025-07-03 04:00:00,ST_RESIDENZ,2.0,3.0,24,6
2025-07-03 04:00:00,ST_TALAVERA,2.0,2.0,18,12
2025-07-03 05:00:00,ST_HUBANDLAND,3.3,2.3,15,15
2025-07-03 05:00:00,ST_RESIDENZ,4.0,3.0,23,7
2025-07-03 05:00:00,ST_TALAVERA,4.0,4.0,22,8
2025-07-03 06:00:00,ST_HUBANDLAND,0.0,0.0,7,23
2025-07-03 06:00:00,ST_RESIDENZ,0.0,0.0,23,7
2025-07-03 06:00:00,ST_TALAVERA,0.0,0.0,5,25
2025-07-03 07:00:00,ST_HUBANDLAND,1.3,4.3,14,16
2025-07-03 07:00:00,ST_RESIDENZ,1.0,2.0,22,8
2025-07-03 07:00:00,ST_TALAVERA,4.0,4.0,20,10
2025-07-03 08:00:00,ST_HUBANDLAND,16.900000000000002,19.900000000000002,22,8
2025-07-03 08:00:00,ST_RESIDENZ,16.0,14.0,23,7
2025-07-03 08:00:00,ST_TALAVERA,16.0,15.0,19,11
2025-07-03 09:00:00,ST_HUBANDLAND,17.900000000000002,18.900000000000002,5,25
2025-07-03 09:00:00,ST_RESIDENZ,15.0,14.0,15,15
2025-07-03 09:00:00,ST_TALAVERA,12.0,13.0,9,21
2025-07-03 10:00:00,ST_HUBANDLAND,16.900000000000002,18.900000000000002,20,10
2025-07-03 10:00:00,ST_RESIDENZ,15.0,17.0,7,23
2025-07-03 10:00:00,ST_TALAVERA,16.0,14.0,10,20
2025-07-03 11:00:00,ST_HUBANDLAND,18.900000000000002,17.900000000000002,20,10
2025-07-03 11:00:00,ST_RESIDENZ,15.0,16.0,12,18
2025-07-03 11:00:00,ST_TALAVERA,16.0,15.0,10,20
2025-07-03 12:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,14,16
2025-07-03 12:00:00,ST_RESIDENZ,17.0,17.0,24,6
2025-07-03 12:00:00,ST_TALAVERA,14.0,15.0,7,23
2025-07-03 13:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,5,25
2025-07-03 13:00:00,ST_RESIDENZ,15.0,14.0,23,7
2025-07-03 13:00:00,ST_TALAVERA,12.0,12.0,20,10
2025-07-03 14:00:00,ST_HUBANDLAND,17.900000000000002,18.900000000000002,8,22
2025-07-03 14:00:00,ST_RESIDENZ,16.0,15.0,14,16
2025-07-03 14:00:00,ST_TALAVERA,15.0,12.0,16,14
2025-07-03 15:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,7,23
2025-07-03 15:00:00,ST_RESIDENZ,16.0,14.0,20,10
2025-07-03 15:00:00,ST_TALAVERA,13.0,12.0,8,22
2025-07-03 16:00:00,ST_HUBANDLAND,19.900000000000002,18.900000000000002,9,21
2025-07-03 16:00:00,ST_RESIDENZ,14.0,17.0,9,21
2025-07-03 16:00:00,ST_TALAVERA,15.0,16.0,5,25
2025-07-03 17:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,16,14
2025-07-03 17:00:00,ST_RESIDENZ,15.0,14.0,24,6
2025-07-03 17:00:00,ST_TALAVERA,16.0,15.0,8,22
2025-07-03 18:00:00,ST_HUBANDLAND,17.900000000000002,16.900000000000002,16,14
2025-07-03 18:00:00,ST_RESIDENZ,17.0,17.0,13,17
2025-07-03 18:00:00,ST_TALAVERA,12.0,12.0,5,25
2025-07-03 19:00:00,ST_HUBANDLAND,19.900000000000002,16.900000000000002,17,13
2025-07-03 19:00:00,ST_RESIDENZ,14.0,17.0,12,18
2025-07-03 19:00:00,ST_TALAVERA,12.0,13.0,12,18
2025-07-03 20:00:00,ST_HUBANDLAND,19.900000000000002,17.900000000000002,16,14
2025-07-03 20:00:00,ST_RESIDENZ,16.0,17.0,15,15
2025-07-03 20:00:00,ST_TALAVERA,12.0,16.0,9,21
2025-07-03 21:00:00,ST_HUBANDLAND,1.3,1.3,20,10
2025-07-03 21:00:00,ST_RESIDENZ,2.0,4.0,20,10
2025-07-03 21:00:00,ST_TALAVERA,3.0,3.0,6,24
2025-07-03 22:00:00,ST_HUBANDLAND,2.3,3.3,17,13
2025-07-03 22:00:00,ST_RESIDENZ,3.0,1.0,11,19
2025-07-03 22:00:00,ST_TALAVERA,4.0,4.0,16,14
2025-07-03 23:00:00,ST_HUBANDLAND,2.3,4.3,9,21
2025-07-03 23:00:00,ST_RESIDENZ,1.0,4.0,19,11
2025-07-03 23:00:00,ST_TALAVERA,3.0,4.0,21,9
2025-07-04 00:00:00,ST_HUBANDLAND,0.0,0.0,8,22
2025-07-04 00:00:00,ST_RESIDENZ,0.0,0.0,24,6
2025-07-04 00:00:00,ST_TALAVERA,14.0,1.0,11,19
2025-07-04 01:00:00,ST_HUBANDLAND,2.3,4.3,19,11
2025-07-04 01:00:00,ST_RESIDENZ,2.0,3.0,21,9
2025-07-04 01:00:00,ST_TALAVERA,72.0,8.0,15,15
2025-07-04 02:00:00,ST_HUBANDLAND,1.3,1.3,16,14
2025-07-04 02:00:00,ST_RESIDENZ,2.0,4.0,10,20
2025-07-04 02:00:00,ST_TALAVERA,7.0,8.0,8,22
2025-07-04 03:00:00,ST_HUBANDLAND,1.3,3.3,23,7
2025-07-04 03:00:00,ST_RESIDENZ,1.0,1.0,19,11
2025-07-04 03:00:00,ST_TALAVERA,7.0,8.0,9,21
2025-07-04 04:00:00,ST_HUBANDLAND,2.3,1.3,23,7
2025-07-04 04:00:00,ST_RESIDENZ,2.0,4.0,12,18
2025-07-04 04:00:00,ST_TALAVERA,7.0,8.0,10,20
2025-07-04 05:00:00,ST_HUBANDLAND,3.3,1.3,15,15
2025-07-04 05:00:00,ST_RESIDENZ,3.0,2.0,11,19
2025-07-04 05:00:00,ST_TALAVERA,7.0,8.0,15,15
2025-07-04 06:00:00,ST_HUBANDLAND,4.3,2.3,10,20
2025-07-04 06:00:00,ST_RESIDENZ,3.0,2.0,6,24
2025-07-04 06:00:00,ST_TALAVERA,7.0,8.0,5,25
2025-07-04 07:00:00,ST_HUBANDLAND,0.0,0.0,13,17
2025-07-04 07:00:00,ST_RESIDENZ,0.0,0.0,17,13
2025-07-04 07:00:00,ST_TALAVERA,1.0,1.0,14,16
2025-07-04 08:00:00,ST_HUBANDLAND,18.900000000000002,19.900000000000002,5,25
2025-07-04 08:00:00,ST_RESIDENZ,17.0,15.0,10,20
2025-07-04 08:00:00,ST_TALAVERA,7.0,8.0,24,6
2025-07-04 09:00:00,ST_HUBANDLAND,16.900000000000002,18.900000000000002,16,14
2025-07-04 09:00:00,ST_RESIDENZ,17.0,15.0,9,21
2025-07-04 09:00:00,ST_TALAVERA,7.0,8.0,15,15
2025-07-04 10:00:00,ST_HUBANDLAND,18.900000000000002,18.900000000000002,18,12
2025-07-04 10:00:00,ST_RESIDENZ,16.0,14.0,24,6
2025-07-04 10:00:00,ST_TALAVERA,7.0,8.0,21,9
2025-07-04 11:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,10,20
2025-07-04 11:00:00,ST_RESIDENZ,16.0,16.0,5,25
2025-07-04 11:00:00,ST_TALAVERA,7.0,8.0,12,18
2025-07-04 12:00:00,ST_HUBANDLAND,17.900000000000002,17.900000000000002,5,25
2025-07-04 12:00:00,ST_RESIDENZ,14.0,15.0,22,8
2025-07-04 12:00:00,ST_TALAVERA,7.0,8.0,17,13
2025-07-04 13:00:00,ST_HUBANDLAND,18.900000000000002,17.900000000000002,6,24
2025-07-04 13:00:00,ST_RESIDENZ,17.0,15.0,19,11
2025-07-04 13:00:00,ST_TALAVERA,7.0,8.0,24,6
2025-07-04 14:00:00,ST_HUBANDLAND,17.900000000000002,19.900000000000002,15,15
2025-07-04 14:00:00,ST_RESIDENZ,16.0,16.0,14,16
2025-07-04 14:00:00,ST_TALAVERA,7.0,66.0,22,8
2025-07-04 15:00:00,ST_HUBANDLAND,19.900000000000002,16.900000000000002,7,23
2025-07-04 15:00:00,ST_RESIDENZ,14.0,16.0,7,23
2025-07-04 15:00:00,ST_TALAVERA,7.0,66.0,20,10
2025-07-04 16:00:00,ST_HUBANDLAND,18.900000000000002,19.900000000000002,14,16
2025-07-04 16:00:00,ST_RESIDENZ,16.0,15.0,9,21
2025-07-04 16:00:00,ST_TALAVERA,7.0,66.0,6,24
2025-07-04 17:00:00,ST_HUBANDLAND,16.900000000000002,16.900000000000002,10,20
2025-07-04 17:00:00,ST_RESIDENZ,14.0,17.0,17,13
2025-07-04 17:00:00,ST_TALAVERA,7.0,66.0,9,21
2025-07-04 18:00:00,ST_HUBANDLAND,18.900000000000002,19.900000000000002,10,20
2025-07-04 18:00:00,ST_RESIDENZ,17.0,15.0,12,18
2025-07-04 18:00:00,ST_TALAVERA,7.0,66.0,22,8
2025-07-04 19:00:00,ST_HUBANDLAND,18.900000000000002,16.900000000000002,24,6
2025-07-04 19:00:00,ST_RESIDENZ,17.0,17.0,6,24
2025-07-04 19:00:00,ST_TALAVERA,7.0,8.0,7,23
2025-07-04 20:00:00,ST_HUBANDLAND,18.900000000000002,17.900000000000002,6,24
2025-07-04 20:00:00,ST_RESIDENZ,17.0,17.0,13,17
2025-07-04 20:00:00,ST_TALAVERA,7.0,8.0,21,9
2025-07-04 21:00:00,ST_HUBANDLAND,3.3,4.3,14,16
2025-07-04 21:00:00,ST_RESIDENZ,3.0,4.0,21,9
2025-07-04 21:00:00,ST_TALAVERA,72.0,8.0,20,10
2025-07-04 22:00:00,ST_HUBANDLAND,1.3,3.3,10,20
2025-07-04 22:00:00,ST_RESIDENZ,3.0,3.0,22,8
2025-07-04 22:00:00,ST_TALAVERA,72.0,8.0,10,20
2025-07-04 23:00:00,ST_HUBANDLAND,1.3,1.3,21,9
2025-07-04 23:00:00,ST_RESIDENZ,1.0,2.0,17,13
2025-07-04 23:00:00,ST_TALAVERA,72.0,8.0,23,7
2025-07-05 00:00:00,ST_HUBANDLAND,0.2,1.2,18,12
2025-07-05 00:00:00,ST_RESIDENZ,2.5,2.5,5,25
2025-07-05 00:00:00,ST_TALAVERA,72.0,8.0,11,19
2025-07-05 01:00:00,ST_HUBANDLAND,2.2,2.2,9,21
2025-07-05 01:00:00,ST_RESIDENZ,2.5,1.5,16,14
2025-07-05 01:00:00,ST_TALAVERA,72.0,8.0,22,8
2025-07-05 02:00:00,ST_HUBANDLAND,3.2,1.2,21,9
2025-07-05 02:00:00,ST_RESIDENZ,4.5,3.5,24,6
2025-07-05 02:00:00,ST_TALAVERA,7.0,8.0,18,12
2025-07-05 03:00:00,ST_HUBANDLAND,3.2,0.2,6,24
2025-07-05 03:00:00,ST_RESIDENZ,2.5,1.5,24,6
2025-07-05 03:00:00,ST_TALAVERA,7.0,8.0,10,20
2025-07-05 04:00:00,ST_HUBANDLAND,0.2,3.2,13,17
2025-07-05 04:00:00,ST_RESIDENZ,4.5,1.5,9,21
2025-07-05 04:00:00,ST_TALAVERA,7.0,8.0,12,18
2025-07-05 05:00:00,ST_HUBANDLAND,3.2,1.2,16,14
2025-07-05 05:00:00,ST_RESIDENZ,1.5,4.5,12,18
2025-07-05 05:00:00,ST_TALAVERA,7.0,8.0,19,11
2025-07-05 06:00:00,ST_HUBANDLAND,3.2,3.2,23,7
2025-07-05 06:00:00,ST_RESIDENZ,2.5,3.5,19,11
2025-07-05 06:00:00,ST_TALAVERA,7.0,8.0,19,11
2025-07-05 07:00:00,ST_HUBANDLAND,3.2,3.2,11,19
2025-07-05 07:00:00,ST_RESIDENZ,2.5,1.5,7,23
2025-07-05 07:00:00,ST_TALAVERA,7.0,8.0,19,11
2025-07-05 08:00:00,ST_HUBANDLAND,5.6,3.6,13,17
2025-07-05 08:00:00,ST_RESIDENZ,24.0,22.0,10,20
2025-07-05 08:00:00,ST_TALAVERA,7.0,8.0,20,10
2025-07-05 09:00:00,ST_HUBANDLAND,5.6,3.6,20,10
2025-07-05 09:00:00,ST_RESIDENZ,21.0,21.0,17,13
2025-07-05 09:00:00,ST_TALAVERA,7.0,8.0,5,25
2025-07-05 10:00:00,ST_HUBANDLAND,3.6,3.6,24,6
2025-07-05 10:00:00,ST_RESIDENZ,22.0,23.0,16,14
2025-07-05 10:00:00,ST_TALAVERA,7.0,8.0,15,15
2025-07-05 11:00:00,ST_HUBANDLAND,2.6,5.6,15,15
2025-07-05 11:00:00,ST_RESIDENZ,22.0,22.0,23,7
2025-07-05 11:00:00,ST_TALAVERA,7.0,8.0,9,21
2025-07-05 12:00:00,ST_HUBANDLAND,4.6,4.6,16,14
2025-07-05 12:00:00,ST_RESIDENZ,22.0,22.0,22,8
2025-07-05 12:00:00,ST_TALAVERA,7.0,8.0,9,21
2025-07-05 13:00:00,ST_HUBANDLAND,5.6,2.6,19,11
2025-07-05 13:00:00,ST_RESIDENZ,21.0,22.0,5,25
2025-07-05 13:00:00,ST_TALAVERA,7.0,8.0,10,20
2025-07-05 14:00:00,ST_HUBANDLAND,3.6,4.6,22,8
2025-07-05 14:00:00,ST_RESIDENZ,21.0,24.0,11,19
2025-07-05 14:00:00,ST_TALAVERA,7.0,66.0,6,24
2025-07-05 15:00:00,ST_HUBANDLAND,4.6,5.6,23,7
2025-07-05 15:00:00,ST_RESIDENZ,22.0,22.0,16,14
2025-07-05 15:00:00,ST_TALAVERA,7.0,66.0,10,20
2025-07-05 16:00:00,ST_HUBANDLAND,3.6,3.6,20,10
2025-07-05 16:00:00,ST_RESIDENZ,24.0,24.0,14,16
2025-07-05 16:00:00,ST_TALAVERA,7.0,66.0,18,12
2025-07-05 17:00:00,ST_HUBANDLAND,5.6,3.6,19,11
2025-07-05 17:00:00,ST_RESIDENZ,24.0,24.0,16,14
2025-07-05 17:00:00,ST_TALAVERA,7.0,66.0,15,15
2025-07-05 18:00:00,ST_HUBANDLAND,5.6,2.6,9,21
2025-07-05 18:00:00,ST_RESIDENZ,22.0,21.0,15,15
2025-07-05 18:00:00,ST_TALAVERA,7.0,66.0,8,22
2025-07-05 19:00:00,ST_HUBANDLAND,5.6,2.6,15,15
2025-07-05 19:00:00,ST_RESIDENZ,21.0,21.0,8,22
2025-07-05 19:00:00,ST_TALAVERA,7.0,8.0,13,17
2025-07-05 20:00:00,ST_HUBANDLAND,5.6,4.6,19,11
2025-07-05 20:00:00,ST_RESIDENZ,22.0,22.0,23,7
2025-07-05 20:00:00,ST_TALAVERA,7.0,8.0,7,23
2025-07-05 21:00:00,ST_HUBANDLAND,2.2,2.2,22,8
2025-07-05 21:00:00,ST_RESIDENZ,1.5,3.5,10,20
2025-07-05 21:00:00,ST_TALAVERA,72.0,8.0,20,10
2025-07-05 22:00:00,ST_HUBANDLAND,2.2,0.2,17,13
2025-07-05 22:00:00,ST_RESIDENZ,2.5,2.5,13,17
2025-07-05 22:00:00,ST_TALAVERA,72.0,8.0,15,15
2025-07-05 23:00:00,ST_HUBANDLAND,1.2,3.2,8,22
2025-07-05 23:00:00,ST_RESIDENZ,1.5,1.5,24,6
2025-07-05 23:00:00,ST_TALAVERA,72.0,8.0,8,22
2025-07-06 00:00:00,ST_HUBANDLAND,0.2,2.2,21,9
2025-07-06 00:00:00,ST_RESIDENZ,3.5,2.5,14,16
2025-07-06 00:00:00,ST_TALAVERA,72.0,8.0,5,25
2025-07-06 01:00:00,ST_HUBANDLAND,3.2,1.2,8,22
2025-07-06 01:00:00,ST_RESIDENZ,4.5,1.5,9,21
2025-07-06 01:00:00,ST_TALAVERA,72.0,8.0,20,10
2025-07-06 02:00:00,ST_HUBANDLAND,1.2,1.2,20,10
2025-07-06 02:00:00,ST_RESIDENZ,3.5,2.5,17,13
2025-07-06 02:00:00,ST_TALAVERA,7.0,8.0,23,7
2025-07-06 03:00:00,ST_HUBANDLAND,1.2,3.2,19,11
2025-07-06 03:00:00,ST_RESIDENZ,4.5,3.5,13,17
2025-07-06 03:00:00,ST_TALAVERA,7.0,8.0,20,10
2025-07-06 04:00:00,ST_HUBANDLAND,1.2,0.2,18,12
2025-07-06 04:00:00,ST_RESIDENZ,1.5,2.5,6,24
2025-07-06 04:00:00,ST_TALAVERA,7.0,8.0,15,15
