timestamp,sensor_id,vehicle_count,truck_ratio,temperature,precipitation,wind_speed,pm10_density
2025-07-02 11:00:00,RR_01,325,0.114,24.6,0.0,10.0,34.3
2025-07-02 12:00:00,BP_02,282,0.127,24.2,0.0,8.5,37.3
2025-07-02 12:00:00,RR_01,339,0.128,24.7,0.0,17.3,36.8
2025-07-02 13:00:00,BP_02,352,0.112,25.3,0.0,15.3,23.7
2025-07-02 13:00:00,RR_01,266,0.109,26.0,0.0,15.1,26.5
2025-07-02 14:00:00,BP_02,490,0.13,23.8,0.0,4.1,37.9
2025-07-02 14:00:00,RR_01,434,0.125,24.6,0.0,15.4,32.4
2025-07-02 15:00:00,BP_02,810,0.121,23.7,0.0,12.0,46.2
2025-07-02 15:00:00,RR_01,771,0.134,19.7,0.0,5.2,50.7
2025-07-02 16:00:00,BP_02,1141,0.135,18.5,3.3,18.9,64.9
2025-07-02 16:00:00,RR_01,1098,0.095,22.2,0.0,18.1,55.0
2025-07-02 17:00:00,BP_02,1144,0.144,17.5,0.0,9.8,57.9
2025-07-02 17:00:00,RR_01,1208,0.112,19.7,0.0,13.3,58.8
2025-07-02 18:00:00,BP_02,1161,0.115,16.3,0.0,8.4,55.7
2025-07-02 18:00:00,RR_01,1056,0.126,14.1,0.0,10.2,54.6
2025-07-02 19:00:00,BP_02,723,0.086,13.0,0.0,15.6,45.3
2025-07-02 19:00:00,RR_01,747,0.088,13.0,0.0,12.7,43.6
2025-07-02 20:00:00,BP_02,509,0.088,10.6,0.0,12.8,35.2
2025-07-02 20:00:00,RR_01,426,0.094,10.7,0.0,3.1,33.1
2025-07-02 21:00:00,BP_02,388,0.096,9.6,0.0,15.7,34.5
2025-07-02 21:00:00,RR_01,326,0.084,8.3,0.0,14.0,30.6
2025-07-02 22:00:00,BP_02,436,0.103,5.7,0.0,12.2,31.4
2025-07-02 22:00:00,RR_01,290,0.091,5.5,0.0,6.9,32.8
2025-07-02 23:00:00,BP_02,275,0.083,4.4,0.0,0.1,32.8
2025-07-02 23:00:00,RR_01,355,0.088,4.3,0.0,5.2,32.4
2025-07-03 00:00:00,BP_02,10,0.094,5.9,0.0,17.9,22.9
2025-07-03 00:00:00,RR_01,47,0.102,5.0,3.5,4.4,23.1
2025-07-03 01:00:00,BP_02,104,0.089,5.1,0.0,22.4,17.0
2025-07-03 01:00:00,RR_01,10,0.093,7.1,0.0,17.6,14.1
2025-07-03 02:00:00,BP_02,10,0.096,8.0,0.0,18.4,22.1
2025-07-03 02:00:00,RR_01,46,0.093,7.2,0.0,8.9,25.2
2025-07-03 03:00:00,BP_02,12,0.105,8.5,0.0,5.7,26.7
2025-07-03 03:00:00,RR_01,10,0.086,7.4,0.0,19.7,20.7
2025-07-03 04:00:00,BP_02,10,0.088,9.1,0.0,14.3,14.6
2025-07-03 04:00:00,RR_01,10,0.085,11.2,0.0,9.3,18.3
2025-07-03 05:00:00,BP_02,20,0.073,12.9,0.0,9.7,19.4
2025-07-03 05:00:00,RR_01,69,0.086,8.1,0.0,3.5,27.5
2025-07-03 06:00:00,BP_02,552,0.127,13.6,0.0,6.6,47.4
2025-07-03 06:00:00,RR_01,645,0.124,16.7,3.8,6.4,37.7
2025-07-03 07:00:00,BP_02,956,0.112,19.0,0.0,12.6,53.5
2025-07-03 07:00:00,RR_01,969,0.116,15.0,0.0,18.2,46.6
2025-07-03 08:00:00,BP_02,1104,0.119,17.9,0.9,11.3,56.6
2025-07-03 08:00:00,RR_01,1058,0.123,19.5,0.0,11.2,55.8
2025-07-03 09:00:00,BP_02,889,0.128,23.9,0.0,14.5,42.2
2025-07-03 09:00:00,RR_01,907,0.141,20.4,0.0,9.3,50.8
2025-07-03 10:00:00,BP_02,644,0.123,24.1,0.0,12.3,35.7
2025-07-03 10:00:00,RR_01,611,0.129,21.7,0.0,12.8,38.7
2025-07-03 11:00:00,BP_02,399,0.119,24.4,0.0,6.4,31.7
2025-07-03 11:00:00,RR_01,435,0.117,26.4,0.0,14.5,32.2
2025-07-03 12:00:00,BP_02,236,0.114,26.1,0.0,9.1,29.2
2025-07-03 12:00:00,RR_01,304,0.132,24.3,0.0,17.6,32.3
2025-07-03 13:00:00,BP_02,410,0.091,25.4,0.0,8.3,32.6
2025-07-03 13:00:00,RR_01,354,0.116,25.2,0.0,19.2,29.2
2025-07-03 14:00:00,BP_02,510,0.127,25.7,0.0,3.4,37.9
2025-07-03 14:00:00,RR_01,445,0.1,23.6,0.0,10.2,26.3
2025-07-03 15:00:00,BP_02,831,0.117,24.1,0.0,5.1,55.5
2025-07-03 15:00:00,RR_01,702,0.11,22.8,0.0,5.4,38.1
2025-07-03 16:00:00,BP_02,1068,0.135,20.5,0.0,10.9,52.7
2025-07-03 16:00:00,RR_01,1102,0.101,20.1,0.0,9.9,52.8
2025-07-03 17:00:00,BP_02,1160,0.124,16.3,0.0,19.1,49.6
2025-07-03 17:00:00,RR_01,1267,0.116,15.7,0.0,13.3,62.1
2025-07-03 18:00:00,BP_02,1051,0.115,14.2,0.9,9.3,56.0
2025-07-03 18:00:00,RR_01,1058,0.12,16.5,0.0,7.2,46.5
2025-07-03 19:00:00,BP_02,802,0.101,12.3,0.0,8.2,51.0
2025-07-03 19:00:00,RR_01,812,0.107,11.7,0.0,7.2,46.6
2025-07-03 20:00:00,BP_02,462,0.102,11.6,0.0,6.1,46.3
2025-07-03 20:00:00,RR_01,518,0.093,7.7,0.0,13.7,32.7
2025-07-03 21:00:00,BP_02,340,0.088,7.2,0.0,12.2,32.0
2025-07-03 21:00:00,RR_01,330,0.088,7.3,0.3,11.8,35.1
2025-07-03 22:00:00,BP_02,302,0.102,5.8,0.0,17.9,33.7
2025-07-03 22:00:00,RR_01,332,0.098,8.6,0.0,12.2,29.1
2025-07-03 23:00:00,BP_02,244,0.084,8.1,0.0,22.0,16.6
2025-07-03 23:00:00,RR_01,379,0.068,6.6,0.0,8.2,32.0
2025-07-04 00:00:00,BP_02,10,0.092,4.8,0.0,13.4,28.3
2025-07-04 00:00:00,RR_01,28,0.092,4.5,3.3,10.8,22.0
2025-07-04 01:00:00,BP_02,38,0.096,4.4,0.0,12.7,13.9
2025-07-04 01:00:00,RR_01,108,0.098,4.8,0.0,7.4,17.8
2025-07-04 02:00:00,BP_02,90,0.098,7.5,0.0,9.3,22.8
2025-07-04 02:00:00,RR_01,10,0.075,5.9,0.5,16.5,19.1
2025-07-04 03:00:00,BP_02,5435,0.096,7.8,5.3,10.1,211.0
2025-07-04 03:00:00,RR_01,71,0.101,11.0,0.0,17.2,21.5
2025-07-04 04:00:00,BP_02,29,0.087,7.9,0.0,15.1,12.3
2025-07-04 04:00:00,RR_01,35,0.093,10.6,0.0,2.8,27.8
2025-07-04 05:00:00,BP_02,10,0.101,14.0,0.0,10.4,18.5
2025-07-04 05:00:00,RR_01,23,0.086,13.1,0.0,7.4,38.0
2025-07-04 06:00:00,BP_02,649,0.119,13.9,4.7,11.2,38.8
2025-07-04 06:00:00,RR_01,598,0.126,16.5,0.0,4.5,37.5
2025-07-04 07:00:00,BP_02,944,0.114,17.7,0.0,11.9,49.8
2025-07-04 07:00:00,RR_01,823,0.143,17.9,3.5,8.7,59.4
2025-07-04 08:00:00,BP_02,1064,0.114,19.9,0.0,9.0,61.8
2025-07-04 08:00:00,RR_01,1089,0.122,19.6,0.0,11.6,55.4
2025-07-04 09:00:00,BP_02,967,0.139,22.4,0.0,11.6,55.0
2025-07-04 09:00:00,RR_01,940,0.122,21.8,0.0,4.8,56.6
2025-07-04 10:00:00,BP_02,622,0.113,20.4,0.0,1.9,44.4
2025-07-04 10:00:00,RR_01,668,0.115,23.6,0.0,7.4,45.0
2025-07-04 11:00:00,BP_02,345,0.133,24.2,0.0,14.7,22.4
2025-07-04 11:00:00,RR_01,360,0.112,24.6,0.0,7.0,34.0
2025-07-04 12:00:00,BP_02,323,0.109,26.7,0.0,23.8,27.7
2025-07-04 12:00:00,RR_01,288,0.128,26.1,0.0,13.0,30.2
2025-07-04 13:00:00,BP_02,339,0.125,26.6,0.0,9.2,38.7
2025-07-04 13:00:00,RR_01,338,0.111,24.7,0.3,12.3,33.6
2025-07-04 14:00:00,BP_02,632,0.123,22.2,0.0,13.9,35.0
2025-07-04 14:00:00,RR_01,546,0.121,24.8,0.0,8.4,35.6
2025-07-04 15:00:00,BP_02,788,0.136,23.5,0.0,16.3,46.5
2025-07-04 15:00:00,RR_01,778,0.115,21.9,0.0,12.9,48.7
2025-07-04 16:00:00,BP_02,1071,0.113,18.9,0.0,18.4,52.3
2025-07-04 16:00:00,RR_01,1035,0.125,20.1,0.0,9.3,54.7
2025-07-04 17:00:00,BP_02,1223,0.111,17.0,0.0,10.7,63.5
2025-07-04 17:00:00,RR_01,1225,0.123,14.6,0.0,10.6,56.7
2025-07-04 18:00:00,BP_02,1130,0.119,14.5,0.0,3.0,58.8
2025-07-04 18:00:00,RR_01,1066,0.13,16.4,0.0,20.4,50.6
2025-07-04 19:00:00,BP_02,757,0.107,12.6,0.0,13.3,40.4
2025-07-04 19:00:00,RR_01,810,0.085,12.9,0.0,18.7,45.2
2025-07-04 20:00:00,BP_02,471,0.081,11.5,0.0,12.6,30.7
2025-07-04 20:00:00,RR_01,465,0.087,11.5,0.2,5.5,34.5
2025-07-04 21:00:00,BP_02,404,0.064,8.3,0.0,10.3,34.8
2025-07-04 21:00:00,RR_01,346,0.08,3.6,0.0,16.1,28.4
2025-07-04 22:00:00,BP_02,305,0.091,6.2,0.0,11.3,33.6
2025-07-04 22:00:00,RR_01,294,0.086,9.5,0.0,16.1,23.2
2025-07-04 23:00:00,BP_02,248,0.099,6.8,0.0,12.7,27.9
2025-07-04 23:00:00,RR_01,229,0.094,5.1,0.0,6.3,33.0
2025-07-05 00:00:00,BP_02,10,0.02,3.8,0.0,13.8,14.9
2025-07-05 00:00:00,RR_01,29,0.038,6.7,1.0,16.1,15.1
2025-07-05 01:00:00,BP_02,91,0.038,5.2,0.0,13.6,6.0
2025-07-05 01:00:00,RR_01,28,0.021,3.8,0.0,19.7,15.9
2025-07-05 02:00:00,BP_02,21,0.02,7.8,0.0,10.9,15.7
2025-07-05 02:00:00,RR_01,15,0.039,7.3,0.0,6.4,16.2
2025-07-05 03:00:00,BP_02,10,0.029,8.7,0.0,13.9,7.4
2025-07-05 03:00:00,RR_01,10,0.044,6.3,0.0,7.4,19.6
2025-07-05 04:00:00,BP_02,10,0.038,9.3,0.5,10.6,21.6
2025-07-05 04:00:00,RR_01,10,0.034,9.1,0.0,17.1,11.2
2025-07-05 05:00:00,BP_02,63,0.018,10.1,0.0,15.2,7.2
2025-07-05 05:00:00,RR_01,10,0.049,15.3,0.0,13.4,19.7
2025-07-05 06:00:00,BP_02,429,0.062,15.5,0.0,8.9,27.4
2025-07-05 06:00:00,RR_01,427,0.052,14.7,0.0,14.8,23.8
2025-07-05 07:00:00,BP_02,700,0.072,15.2,0.0,12.4,40.7
2025-07-05 07:00:00,RR_01,732,0.048,17.9,0.0,13.7,38.9
2025-07-05 08:00:00,BP_02,966,0.065,19.7,1.7,3.9,52.5
2025-07-05 08:00:00,RR_01,941,0.042,21.3,0.0,14.0,40.5
2025-07-05 09:00:00,BP_02,833,0.053,23.8,0.0,10.2,39.5
2025-07-05 09:00:00,RR_01,793,0.075,22.8,0.7,5.4,44.8
2025-07-05 10:00:00,BP_02,501,0.075,24.6,0.0,14.8,33.1
2025-07-05 10:00:00,RR_01,538,0.067,23.9,0.0,17.2,30.9
2025-07-05 11:00:00,BP_02,208,0.067,21.6,0.0,6.8,27.9
2025-07-05 11:00:00,RR_01,245,0.059,25.2,0.0,17.8,21.5
2025-07-05 12:00:00,BP_02,242,0.041,25.3,0.0,10.4,23.6
2025-07-05 12:00:00,RR_01,191,0.063,28.6,0.0,10.9,22.4
2025-07-05 13:00:00,BP_02,224,0.069,24.2,0.0,0.0,28.4
2025-07-05 13:00:00,RR_01,210,0.049,24.6,0.0,11.8,22.1
2025-07-05 14:00:00,BP_02,412,0.054,21.7,0.0,5.2,33.3
2025-07-05 14:00:00,RR_01,254,0.084,24.0,0.0,4.3,36.9
2025-07-05 15:00:00,BP_02,640,0.062,22.6,1.7,6.5,44.0
2025-07-05 15:00:00,RR_01,610,0.061,23.6,0.0,14.6,37.3
2025-07-05 16:00:00,BP_02,835,0.07,19.3,4.0,12.5,37.3
2025-07-05 16:00:00,RR_01,914,0.061,21.7,0.0,14.9,45.8
2025-07-05 17:00:00,BP_02,1137,0.055,16.9,1.3,13.7,45.5
2025-07-05 17:00:00,RR_01,1173,0.067,19.4,0.0,11.7,50.6
2025-07-05 18:00:00,BP_02,914,0.044,15.2,0.0,11.7,42.0
2025-07-05 18:00:00,RR_01,902,0.065,16.0,0.0,17.6,37.5
2025-07-05 19:00:00,BP_02,640,0.045,11.5,0.0,10.1,30.3
2025-07-05 19:00:00,RR_01,627,0.032,10.7,0.0,10.3,36.3
2025-07-05 20:00:00,BP_02,283,0.042,10.1,0.0,10.1,16.3
2025-07-05 20:00:00,RR_01,349,0.022,12.5,0.0,14.8,24.2
2025-07-05 21:00:00,BP_02,237,0.029,7.0,0.0,15.6,22.2
2025-07-05 21:00:00,RR_01,154,0.035,6.2,0.0,6.9,26.3
2025-07-05 22:00:00,BP_02,219,0.039,5.5,0.0,13.1,10.8
2025-07-05 22:00:00,RR_01,221,0.049,6.8,0.0,11.9,19.1
2025-07-05 23:00:00,BP_02,248,0.026,6.8,0.0,10.3,18.8
2025-07-05 23:00:00,RR_01,189,0.043,4.2,0.0,11.1,19.4
2025-07-06 00:00:00,BP_02,85,0.031,6.6,0.0,18.5,15.1
2025-07-06 00:00:00,RR_01,54,0.046,4.9,0.0,13.1,9.0
2025-07-06 01:00:00,BP_02,42,0.029,2.8,0.0,21.7,10.0
2025-07-06 01:00:00,RR_01,10,0.025,5.8,0.0,10.2,11.6
2025-07-06 02:00:00,BP_02,10,0.027,7.5,0.0,5.8,14.1
2025-07-06 02:00:00,RR_01,85,0.02,6.8,0.0,11.3,18.3
2025-07-06 03:00:00,BP_02,21,0.034,10.0,0.0,14.6,8.0
2025-07-06 03:00:00,RR_01,10,0.029,8.6,0.0,16.1,8.9
2025-07-06 04:00:00,BP_02,10,0.018,12.3,0.0,27.4,5.1
2025-07-06 04:00:00,RR_01,45,0.031,12.4,0.0,9.8,17.7
2025-07-06 05:00:00,BP_02,35,0.027,13.2,0.0,13.4,8.6
2025-07-06 05:00:00,RR_01,132,0.041,13.1,1.9,4.0,21.1
2025-07-06 06:00:00,BP_02,383,0.063,13.4,0.0,12.6,28.8
2025-07-06 06:00:00,RR_01,394,0.043,14.6,0.9,20.7,22.9
2025-07-06 07:00:00,BP_02,762,0.078,18.5,0.0,11.7,41.9
2025-07-06 07:00:00,RR_01,744,0.075,19.0,2.1,18.9,32.3
2025-07-06 08:00:00,BP_02,924,0.048,18.7,0.0,14.5,41.8
2025-07-06 08:00:00,RR_01,954,0.058,21.8,0.0,5.5,48.2
2025-07-06 09:00:00,BP_02,745,0.065,21.6,0.0,15.8,34.7
2025-07-06 09:00:00,RR_01,747,0.056,20.2,0.0,15.4,24.5
2025-07-06 10:00:00,BP_02,417,0.066,24.2,0.0,5.8,40.7
2025-07-06 10:00:00,RR_01,367,0.05,24.6,1.4,9.5,26.5
2025-07-06 11:00:00,BP_02,229,0.041,23.5,0.0,11.9,22.3
2025-07-06 11:00:00,RR_01,239,0.043,25.7,0.0,13.3,14.2
2025-07-06 12:00:00,BP_02,192,0.064,23.3,0.0,0.7,27.0
2025-07-06 12:00:00,RR_01,125,0.068,24.6,0.0,13.5,25.0
2025-07-06 13:00:00,BP_02,89,0.069,25.4,0.0,11.0,21.5
2025-07-06 13:00:00,RR_01,237,0.061,26.7,0.0,10.8,27.1
2025-07-06 14:00:00,BP_02,232,0.066,26.5,4.7,7.5,23.0
2025-07-06 14:00:00,RR_01,304,0.047,23.4,0.0,8.1,27.6
2025-07-06 15:00:00,BP_02,595,0.059,23.9,0.0,13.7,31.5
2025-07-06 15:00:00,RR_01,689,0.047,22.3,2.3,8.5,43.1
2025-07-06 16:00:00,BP_02,901,0.063,21.1,0.5,3.7,57.3
2025-07-06 16:00:00,RR_01,872,0.057,19.7,0.0,7.4,40.5
2025-07-06 17:00:00,BP_02,1059,0.062,19.1,0.0,9.4,46.4
2025-07-06 17:00:00,RR_01,1033,0.077,17.6,0.0,7.8,58.3
2025-07-06 18:00:00,BP_02,875,0.043,16.0,0.0,16.8,37.7
2025-07-06 18:00:00,RR_01,952,0.057,13.4,0.0,11.7,48.3
2025-07-06 19:00:00,BP_02,612,0.032,13.1,0.2,8.6,31.1
2025-07-06 19:00:00,RR_01,550,0.015,10.3,0.0,8.4,28.2
2025-07-06 20:00:00,BP_02,357,0.026,11.3,0.0,2.5,23.4
2025-07-06 20:00:00,RR_01,362,0.028,12.4,0.0,15.4,26.1
2025-07-06 21:00:00,BP_02,175,0.023,5.9,0.0,13.3,18.0
2025-07-06 21:00:00,RR_01,277,0.027,6.7,0.0,19.4,12.4
2025-07-06 22:00:00,BP_02,214,0.055,6.6,0.0,9.1,23.6
2025-07-06 22:00:00,RR_01,83,0.01,4.9,0.0,9.1,10.8
2025-07-06 23:00:00,BP_02,161,0.043,5.2,0.0,11.1,23.1
2025-07-06 23:00:00,RR_01,161,0.029,2.1,3.0,13.2,14.3
2025-07-07 00:00:00,BP_02,57,0.078,5.1,0.7,8.4,25.1
2025-07-07 00:00:00,RR_01,42,0.088,4.0,0.0,14.5,17.5
2025-07-07 01:00:00,BP_02,33,0.093,4.6,0.0,21.9,19.8
2025-07-07 01:00:00,RR_01,69,0.097,3.4,0.0,14.4,17.3
2025-07-07 02:00:00,BP_02,135,0.105,7.1,0.0,4.2,25.9
2025-07-07 02:00:00,RR_01,10,0.108,8.8,0.0,12.4,27.0
2025-07-07 03:00:00,BP_02,59,0.075,6.7,0.0,26.2,15.2
2025-07-07 03:00:00,RR_01,10,0.101,9.4,0.0,15.7,18.5
2025-07-07 04:00:00,BP_02,10,0.091,9.2,0.0,10.0,23.9
2025-07-07 04:00:00,RR_01,57,0.087,9.0,0.0,14.4,21.4
2025-07-07 05:00:00,BP_02,79,0.091,11.4,0.0,12.9,17.8
2025-07-07 05:00:00,RR_01,53,0.079,15.8,0.0,5.8,20.9
2025-07-07 06:00:00,BP_02,512,0.107,16.3,0.0,9.1,37.4
2025-07-07 06:00:00,RR_01,606,0.146,16.5,0.0,16.3,35.3
2025-07-07 07:00:00,BP_02,929,0.124,17.6,0.0,8.9,47.5
2025-07-07 07:00:00,RR_01,940,0.121,17.1,0.0,16.4,50.6
2025-07-07 08:00:00,BP_02,1115,0.131,19.3,0.0,8.1,62.8
2025-07-07 08:00:00,RR_01,1065,0.12,16.3,0.0,8.2,49.6
2025-07-07 09:00:00,BP_02,929,0.135,21.5,0.0,15.0,54.2
2025-07-07 09:00:00,RR_01,934,0.12,25.5,0.0,12.2,51.0
2025-07-07 10:00:00,BP_02,577,0.118,23.7,0.0,4.9,49.7
2025-07-07 10:00:00,RR_01,609,0.122,21.6,0.0,15.4,34.7
2025-07-07 11:00:00,BP_02,335,0.145,27.1,0.0,13.8,34.6
2025-07-07 11:00:00,RR_01,350,0.119,22.2,0.0,11.0,42.2
2025-07-07 12:00:00,BP_02,289,0.099,23.1,0.0,1.1,36.8
2025-07-07 12:00:00,RR_01,421,0.114,26.5,0.0,17.4,36.3
2025-07-07 13:00:00,BP_02,369,0.124,25.7,0.0,13.4,38.2
2025-07-07 13:00:00,RR_01,387,0.115,28.3,0.0,23.8,28.9
2025-07-07 14:00:00,BP_02,445,0.106,24.4,0.0,16.2,30.0
2025-07-07 14:00:00,RR_01,441,0.12,25.7,3.7,8.1,43.6
2025-07-07 15:00:00,BP_02,850,0.121,20.7,3.5,5.6,48.6
2025-07-07 15:00:00,RR_01,794,0.115,22.9,0.0,5.1,46.7
2025-07-07 16:00:00,BP_02,929,0.115,22.2,0.0,15.4,46.1
2025-07-07 16:00:00,RR_01,1013,0.113,20.9,0.0,13.5,54.4
2025-07-07 17:00:00,BP_02,1183,0.125,18.4,1.0,12.3,57.9
2025-07-07 17:00:00,RR_01,1239,0.121,18.9,2.7,15.6,59.7
2025-07-07 18:00:00,BP_02,1067,0.119,14.2,0.0,20.0,47.8
2025-07-07 18:00:00,RR_01,1119,0.117,16.1,0.0,10.8,58.3
2025-07-07 19:00:00,BP_02,787,0.082,9.6,0.0,7.7,41.9
2025-07-07 19:00:00,RR_01,721,0.105,12.8,0.0,19.3,44.7
2025-07-07 20:00:00,BP_02,455,0.082,10.3,0.0,26.1,29.0
2025-07-07 20:00:00,RR_01,548,0.063,10.2,0.0,5.3,39.3
2025-07-07 21:00:00,BP_02,419,0.109,7.9,6.5,0.0,40.3
2025-07-07 21:00:00,RR_01,383,0.101,7.8,0.6,15.5,32.0
2025-07-07 22:00:00,BP_02,244,0.094,4.8,0.0,10.4,29.6
2025-07-07 22:00:00,RR_01,355,0.102,5.2,0.0,9.0,26.8
2025-07-07 23:00:00,BP_02,273,0.073,3.8,0.2,3.5,28.0
2025-07-07 23:00:00,RR_01,397,0.069,4.9,0.0,20.6,21.0
2025-07-08 00:00:00,BP_02,61,0.096,6.3,1.5,21.3,15.2
2025-07-08 00:00:00,RR_01,17,0.087,2.5,0.0,22.0,14.5
2025-07-08 01:00:00,BP_02,82,0.088,2.4,0.0,10.7,23.8
2025-07-08 01:00:00,RR_01,10,0.086,5.2,0.0,8.2,21.9
2025-07-08 02:00:00,BP_02,10,0.09,6.8,0.0,11.1,21.1
2025-07-08 02:00:00,RR_01,10,0.076,4.9,0.0,9.3,15.2
2025-07-08 03:00:00,BP_02,162,0.098,7.6,0.0,14.2,27.6
2025-07-08 03:00:00,RR_01,4938,0.082,6.3,4.8,16.3,205.0
2025-07-08 04:00:00,BP_02,10,0.102,10.7,0.0,12.0,26.7
2025-07-08 04:00:00,RR_01,27,0.079,10.3,0.0,10.1,26.3
