timestamp,plant_id,plant_type,power_output_mw,capacity_mw,irradiance_wm2,wind_speed_ms,temperature_c,cloud_cover_pct,grid_demand_mw,co2_saved_kg
2025-06-02 21:00:00,SOLAR_MUNICH_01,solar,0.036,5.0,8.4,7.86,24.3,56.6,3.173,29.9
2025-06-02 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,16.04,26.9,44.1,3.113,0.0
2025-06-02 23:00:00,SOLAR_MUNICH_01,solar,0.006,5.0,0.0,8.86,23.4,6.4,3.117,4.7
2025-06-03 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,11.49,28.1,79.4,2.171,0.0
2025-06-03 01:00:00,SOLAR_MUNICH_01,solar,0.01,5.0,0.0,14.25,23.4,83.0,1.69,8.2
2025-06-03 02:00:00,SOLAR_MUNICH_01,solar,0.04,5.0,0.0,8.27,23.3,14.4,1.68,32.7
2025-06-03 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,4.96,17.8,11.0,2.487,0.0
2025-06-03 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.44,15.9,61.7,2.429,0.0
2025-06-03 05:00:00,SOLAR_MUNICH_01,solar,0.14,5.0,15.4,3.6,12.3,47.7,2.618,115.1
2025-06-03 06:00:00,SOLAR_MUNICH_01,solar,0.971,5.0,190.2,7.44,12.6,38.7,3.393,795.9
2025-06-03 07:00:00,SOLAR_MUNICH_01,solar,1.248,5.0,263.7,4.69,11.8,44.1,2.963,1023.1
2025-06-03 08:00:00,SOLAR_MUNICH_01,solar,1.872,5.0,351.3,9.59,9.2,43.3,3.523,1535.4
2025-06-03 09:00:00,SOLAR_MUNICH_01,solar,1.944,5.0,385.1,6.62,10.6,55.3,3.391,1593.7
2025-06-03 10:00:00,SOLAR_MUNICH_01,solar,2.447,5.0,467.4,5.49,14.2,33.0,4.028,2006.4
2025-06-03 11:00:00,SOLAR_MUNICH_01,solar,3.992,5.0,754.0,15.02,12.5,20.0,4.15,3273.3
2025-06-03 12:00:00,SOLAR_MUNICH_01,solar,2.207,5.0,423.4,4.79,17.1,56.2,4.519,1809.7
2025-06-03 13:00:00,SOLAR_MUNICH_01,solar,3.575,5.0,687.8,4.05,15.5,25.9,4.818,2931.3
2025-06-03 14:00:00,SOLAR_MUNICH_01,solar,4.294,5.0,852.5,12.66,22.9,4.8,4.726,3521.0
2025-06-03 15:00:00,SOLAR_MUNICH_01,solar,2.237,5.0,446.3,5.8,21.8,54.2,4.746,1834.7
2025-06-03 16:00:00,SOLAR_MUNICH_01,solar,1.686,5.0,362.9,8.08,28.2,58.5,4.545,1382.5
2025-06-03 17:00:00,SOLAR_MUNICH_01,solar,1.776,5.0,356.6,14.31,29.0,47.8,3.905,1456.1
2025-06-03 18:00:00,SOLAR_MUNICH_01,solar,1.364,5.0,272.1,13.98,29.2,51.2,4.349,1118.2
2025-06-03 19:00:00,SOLAR_MUNICH_01,solar,1.21,5.0,247.2,7.18,26.0,47.3,4.038,992.2
2025-06-03 20:00:00,SOLAR_MUNICH_01,solar,0.432,5.0,91.8,6.31,26.2,35.5,2.966,354.1
2025-06-03 21:00:00,SOLAR_MUNICH_01,solar,0.002,5.0,0.0,8.72,30.7,50.8,3.222,1.9
2025-06-03 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.41,28.4,43.7,3.466,0.0
2025-06-03 23:00:00,SOLAR_MUNICH_01,solar,0.026,5.0,0.0,3.9,23.7,13.9,2.348,21.5
2025-06-04 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,11.25,20.7,51.6,2.383,0.0
2025-06-04 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.46,21.6,24.1,2.26,0.0
2025-06-04 02:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.88,17.8,73.5,2.347,0.0
2025-06-04 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,7.72,17.9,15.8,2.238,0.0
2025-06-04 04:00:00,SOLAR_MUNICH_01,solar,0.024,5.0,0.0,3.28,15.3,21.3,2.229,19.9
2025-06-04 05:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.23,15.8,17.3,2.583,0.0
2025-06-04 06:00:00,SOLAR_MUNICH_01,solar,0.465,5.0,106.4,6.71,14.5,26.6,3.429,381.5
2025-06-04 07:00:00,SOLAR_MUNICH_01,solar,1.005,5.0,181.1,9.91,11.2,38.6,2.538,824.2
2025-06-04 08:00:00,SOLAR_MUNICH_01,solar,2.153,5.0,394.1,7.95,12.4,25.2,3.702,1765.3
2025-06-04 09:00:00,SOLAR_MUNICH_01,solar,1.655,5.0,334.8,3.09,12.6,57.4,3.976,1357.0
2025-06-04 10:00:00,SOLAR_MUNICH_01,solar,3.212,5.0,625.5,5.51,15.1,27.3,4.342,2634.0
2025-06-04 11:00:00,SOLAR_MUNICH_01,solar,2.671,5.0,530.5,6.24,13.1,44.3,4.109,2190.1
2025-06-04 12:00:00,SOLAR_MUNICH_01,solar,3.372,5.0,647.1,11.19,14.0,30.8,4.083,2765.3
2025-06-04 13:00:00,SOLAR_MUNICH_01,solar,3.076,5.0,592.1,11.13,23.0,42.0,4.645,2522.6
2025-06-04 14:00:00,SOLAR_MUNICH_01,solar,2.851,5.0,577.2,7.35,21.4,45.3,4.632,2337.8
2025-06-04 15:00:00,SOLAR_MUNICH_01,solar,3.135,5.0,638.1,6.29,22.8,32.5,4.642,2570.5
2025-06-04 16:00:00,SOLAR_MUNICH_01,solar,2.803,5.0,555.9,10.75,24.9,31.5,4.475,2298.4
2025-06-04 17:00:00,SOLAR_MUNICH_01,solar,1.708,5.0,356.3,3.55,25.6,57.8,4.499,1400.7
2025-06-04 18:00:00,SOLAR_MUNICH_01,solar,1.784,5.0,366.0,9.04,27.4,33.1,4.413,1463.0
2025-06-04 19:00:00,SOLAR_MUNICH_01,solar,1.154,5.0,220.7,21.89,28.3,43.6,3.606,946.2
2025-06-04 20:00:00,SOLAR_MUNICH_01,solar,0.141,5.0,31.9,6.18,32.6,62.2,3.259,115.4
2025-06-04 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.97,25.7,59.2,2.942,0.0
2025-06-04 22:00:00,SOLAR_MUNICH_01,solar,0.081,5.0,0.0,6.1,26.8,34.8,2.713,66.5
2025-06-04 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,13.74,24.5,16.0,2.299,0.0
2025-06-05 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.58,22.3,58.4,2.277,0.0
2025-06-05 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,4.41,21.3,38.8,1.964,0.0
2025-06-05 02:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,13.04,19.9,56.8,3.058,0.0
2025-06-05 03:00:00,SOLAR_MUNICH_01,solar,0.012,5.0,0.0,6.46,16.9,18.9,2.433,9.8
2025-06-05 04:00:00,SOLAR_MUNICH_01,solar,0.077,5.0,0.0,5.32,17.6,34.0,2.411,62.8
2025-06-05 05:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,12.69,14.6,70.9,2.709,0.1
2025-06-05 06:00:00,SOLAR_MUNICH_01,solar,0.854,5.0,168.9,11.84,13.2,10.0,2.871,700.6
2025-06-05 07:00:00,SOLAR_MUNICH_01,solar,1.046,5.0,205.7,10.63,12.8,46.4,3.229,857.5
2025-06-05 08:00:00,SOLAR_MUNICH_01,solar,0.877,5.0,173.3,17.24,10.6,81.1,3.97,719.5
2025-06-05 09:00:00,SOLAR_MUNICH_01,solar,1.454,5.0,289.8,12.07,12.1,52.9,4.023,1192.1
2025-06-05 10:00:00,SOLAR_MUNICH_01,solar,2.13,5.0,428.8,10.07,15.3,50.8,3.892,1746.6
2025-06-05 11:00:00,SOLAR_MUNICH_01,solar,2.507,5.0,485.2,8.4,16.1,56.2,4.486,2056.1
2025-06-05 12:00:00,SOLAR_MUNICH_01,solar,2.854,5.0,563.9,8.48,16.9,46.2,5.08,2340.2
2025-06-05 13:00:00,SOLAR_MUNICH_01,solar,3.425,5.0,672.2,8.23,16.4,27.8,3.932,2808.1
2025-06-05 14:00:00,SOLAR_MUNICH_01,solar,3.299,5.0,654.1,18.62,22.0,30.9,4.352,2705.6
2025-06-05 15:00:00,SOLAR_MUNICH_01,solar,1.621,5.0,332.4,7.26,23.1,63.2,4.575,1329.4
2025-06-05 16:00:00,SOLAR_MUNICH_01,solar,2.892,5.0,579.5,15.27,26.0,31.5,4.345,2371.5
2025-06-05 17:00:00,SOLAR_MUNICH_01,solar,2.198,5.0,428.3,14.01,26.4,36.2,4.408,1802.4
2025-06-05 18:00:00,SOLAR_MUNICH_01,solar,0.81,5.0,158.1,5.98,27.7,78.6,3.928,664.5
2025-06-05 19:00:00,SOLAR_MUNICH_01,solar,1.177,5.0,244.3,10.54,33.7,36.1,3.31,964.9
2025-06-05 20:00:00,SOLAR_MUNICH_01,solar,0.132,5.0,24.6,3.62,29.9,73.2,3.814,108.5
2025-06-05 21:00:00,SOLAR_MUNICH_01,solar,0.205,5.0,26.5,9.58,27.5,68.4,3.603,168.4
2025-06-05 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.57,27.7,33.2,2.405,0.0
2025-06-05 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.58,25.6,23.5,2.316,0.0
2025-06-06 00:00:00,SOLAR_MUNICH_01,solar,0.017,5.0,0.0,8.22,25.6,20.9,1.832,14.2
2025-06-06 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.86,22.6,20.6,2.236,0.0
2025-06-06 02:00:00,SOLAR_MUNICH_01,solar,0.022,5.0,0.0,13.39,21.7,53.2,2.202,17.6
2025-06-06 03:00:00,SOLAR_MUNICH_01,solar,0.037,5.0,0.0,4.89,16.8,50.5,2.317,30.0
2025-06-06 04:00:00,SOLAR_MUNICH_01,solar,0.017,5.0,0.0,8.81,14.8,27.3,2.199,14.2
2025-06-06 05:00:00,SOLAR_MUNICH_01,solar,0.096,5.0,0.0,4.51,15.1,15.8,2.816,78.5
2025-06-06 06:00:00,SOLAR_MUNICH_01,solar,1.01,5.0,182.5,9.36,11.2,17.9,2.573,828.0
2025-06-06 07:00:00,SOLAR_MUNICH_01,solar,1.465,5.0,281.6,3.78,15.5,21.2,3.292,1201.0
2025-06-06 08:00:00,SOLAR_MUNICH_01,solar,1.775,5.0,337.8,10.4,14.9,43.2,3.887,1455.7
2025-06-06 09:00:00,SOLAR_MUNICH_01,solar,1.912,5.0,375.8,7.4,11.7,58.2,3.345,1567.5
2025-06-06 10:00:00,SOLAR_MUNICH_01,solar,3.193,5.0,593.7,10.4,12.5,21.5,4.118,2618.2
2025-06-06 11:00:00,SOLAR_MUNICH_01,solar,3.465,5.0,652.1,7.71,16.6,30.3,4.553,2840.9
2025-06-06 12:00:00,SOLAR_MUNICH_01,solar,3.302,5.0,648.0,15.21,17.2,28.8,4.278,2707.8
2025-06-06 13:00:00,SOLAR_MUNICH_01,solar,2.025,5.0,385.2,9.77,16.0,64.7,4.619,1660.6
2025-06-06 14:00:00,SOLAR_MUNICH_01,solar,3.663,5.0,716.8,4.69,19.7,16.1,5.119,3003.8
2025-06-06 15:00:00,SOLAR_MUNICH_01,solar,3.261,5.0,645.9,9.67,21.9,27.0,4.809,2674.1
2025-06-06 16:00:00,SOLAR_MUNICH_01,solar,1.756,5.0,338.6,6.16,21.4,62.2,5.085,1440.0
2025-06-06 17:00:00,SOLAR_MUNICH_01,solar,1.824,5.0,359.7,5.43,24.0,55.8,4.716,1496.0
2025-06-06 18:00:00,SOLAR_MUNICH_01,solar,2.21,5.0,432.3,8.63,30.2,10.5,4.393,1812.1
2025-06-06 19:00:00,SOLAR_MUNICH_01,solar,0.817,5.0,176.1,4.3,29.9,52.5,3.635,669.9
2025-06-06 20:00:00,SOLAR_MUNICH_01,solar,0.787,5.0,150.2,9.05,27.6,24.1,3.148,645.1
2025-06-06 21:00:00,SOLAR_MUNICH_01,solar,0.087,5.0,16.7,3.99,25.3,27.3,2.892,71.7
2025-06-06 22:00:00,SOLAR_MUNICH_01,solar,0.055,5.0,0.0,7.23,28.2,21.0,3.083,44.7
2025-06-06 23:00:00,SOLAR_MUNICH_01,solar,0.007,5.0,0.0,9.91,24.6,7.7,2.493,5.8
2025-06-07 00:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.81,24.7,39.2,1.692,0.0
2025-06-07 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.81,22.2,69.0,2.065,0.0
2025-06-07 02:00:00,SOLAR_MUNICH_01,solar,0.046,5.0,0.0,12.43,20.0,25.8,1.868,37.7
2025-06-07 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.72,19.1,51.8,2.005,0.0
2025-06-07 04:00:00,SOLAR_MUNICH_01,solar,0.07,5.0,0.0,8.54,16.3,31.7,2.259,57.0
2025-06-07 05:00:00,SOLAR_MUNICH_01,solar,0.003,5.0,0.0,5.05,9.3,49.4,2.413,2.3
2025-06-07 06:00:00,SOLAR_MUNICH_01,solar,0.662,5.0,111.8,5.95,9.5,40.6,2.831,542.5
2025-06-07 07:00:00,SOLAR_MUNICH_01,solar,1.184,5.0,233.2,6.18,10.9,35.2,2.62,971.3
2025-06-07 08:00:00,SOLAR_MUNICH_01,solar,2.21,5.0,450.1,9.91,12.0,20.6,3.255,1812.3
2025-06-07 09:00:00,SOLAR_MUNICH_01,solar,0.965,5.0,191.4,11.2,12.0,73.7,2.462,791.7
2025-06-07 10:00:00,SOLAR_MUNICH_01,solar,2.343,5.0,454.9,6.2,14.8,47.9,3.659,1921.5
2025-06-07 11:00:00,SOLAR_MUNICH_01,solar,1.669,5.0,321.5,7.01,10.4,69.6,4.21,1368.7
2025-06-07 12:00:00,SOLAR_MUNICH_01,solar,3.959,5.0,758.2,6.34,14.3,16.6,4.081,3246.5
2025-06-07 13:00:00,SOLAR_MUNICH_01,solar,3.181,5.0,607.2,5.23,18.5,39.4,3.851,2608.5
2025-06-07 14:00:00,SOLAR_MUNICH_01,solar,3.446,5.0,684.0,10.32,20.4,25.2,4.351,2825.3
2025-06-07 15:00:00,SOLAR_MUNICH_01,solar,1.831,5.0,373.9,5.84,23.5,67.3,4.097,1501.8
2025-06-07 16:00:00,SOLAR_MUNICH_01,solar,3.298,5.0,660.2,9.48,28.3,17.7,3.749,2704.1
2025-06-07 17:00:00,SOLAR_MUNICH_01,solar,1.689,5.0,340.0,15.54,24.0,53.2,3.788,1384.7
2025-06-07 18:00:00,SOLAR_MUNICH_01,solar,1.268,5.0,264.6,14.68,28.6,62.5,3.632,1039.9
2025-06-07 19:00:00,SOLAR_MUNICH_01,solar,1.193,5.0,242.5,18.35,29.2,34.5,3.08,978.2
2025-06-07 20:00:00,SOLAR_MUNICH_01,solar,0.166,5.0,32.8,9.56,29.2,58.6,3.201,136.0
2025-06-07 21:00:00,SOLAR_MUNICH_01,solar,0.077,5.0,24.9,2.77,28.5,50.2,2.648,62.8
2025-06-07 22:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.83,25.2,21.5,2.132,0.0
2025-06-07 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.83,25.4,64.4,2.772,0.0
2025-06-08 00:00:00,SOLAR_MUNICH_01,solar,0.058,5.0,0.0,10.73,23.2,30.5,1.92,47.8
2025-06-08 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,9.26,21.0,72.6,2.297,0.0
2025-06-08 02:00:00,SOLAR_MUNICH_01,solar,0.056,5.0,0.0,3.97,21.2,60.8,1.76,45.8
2025-06-08 03:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,4.44,18.1,68.5,2.444,0.0
2025-06-08 04:00:00,SOLAR_MUNICH_01,solar,0.057,5.0,0.0,4.84,17.3,8.7,2.0,47.0
2025-06-08 05:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,3.25,18.1,82.6,2.485,0.0
2025-06-08 06:00:00,SOLAR_MUNICH_01,solar,0.687,5.0,134.8,5.63,13.7,23.9,2.882,563.6
2025-06-08 07:00:00,SOLAR_MUNICH_01,solar,1.127,5.0,213.2,9.77,12.2,53.8,2.539,923.9
2025-06-08 08:00:00,SOLAR_MUNICH_01,solar,1.897,5.0,367.9,6.51,11.8,30.1,3.445,1555.7
2025-06-08 09:00:00,SOLAR_MUNICH_01,solar,2.49,5.0,477.3,7.23,12.2,23.6,3.265,2042.0
2025-06-08 10:00:00,SOLAR_MUNICH_01,solar,2.488,5.0,475.3,8.32,9.9,46.5,3.589,2039.8
2025-06-08 11:00:00,SOLAR_MUNICH_01,solar,4.172,5.0,808.0,13.22,12.9,14.9,3.742,3421.0
2025-06-08 12:00:00,SOLAR_MUNICH_01,solar,2.167,5.0,424.3,13.02,14.3,62.1,4.461,1776.7
2025-06-08 13:00:00,SOLAR_MUNICH_01,solar,2.595,5.0,516.3,3.85,19.2,51.4,4.141,2128.1
2025-06-08 14:00:00,SOLAR_MUNICH_01,solar,2.867,5.0,566.8,13.64,19.0,43.3,4.148,2350.6
2025-06-08 15:00:00,SOLAR_MUNICH_01,solar,2.382,5.0,461.8,12.51,23.8,53.3,3.79,1953.5
2025-06-08 16:00:00,SOLAR_MUNICH_01,solar,3.646,5.0,719.9,12.12,24.2,11.1,3.801,2989.9
2025-06-08 17:00:00,SOLAR_MUNICH_01,solar,2.661,5.0,540.3,6.56,26.6,15.7,3.542,2182.2
2025-06-08 18:00:00,SOLAR_MUNICH_01,solar,1.345,5.0,263.8,12.21,25.0,58.2,3.487,1102.7
2025-06-08 19:00:00,SOLAR_MUNICH_01,solar,0.82,5.0,146.3,9.25,25.6,66.3,3.306,672.4
2025-06-08 20:00:00,SOLAR_MUNICH_01,solar,0.692,5.0,143.0,10.9,28.4,28.5,2.388,567.7
2025-06-08 21:00:00,SOLAR_MUNICH_01,solar,0.121,5.0,29.8,10.93,23.5,34.1,2.588,99.5
2025-06-08 22:00:00,SOLAR_MUNICH_01,solar,0.062,5.0,0.0,8.39,30.2,59.4,2.194,51.0
2025-06-08 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,5.51,26.3,9.9,2.411,0.0
2025-06-09 00:00:00,SOLAR_MUNICH_01,solar,0.006,5.0,0.0,3.47,25.7,44.0,2.615,5.2
2025-06-09 01:00:00,SOLAR_MUNICH_01,solar,0.014,5.0,0.0,6.39,22.4,37.9,2.536,11.2
2025-06-09 02:00:00,SOLAR_MUNICH_01,solar,0.055,5.0,0.0,17.52,19.7,19.4,2.139,45.1
2025-06-09 03:00:00,SOLAR_MUNICH_01,solar,0.01,5.0,0.0,6.7,17.7,41.6,2.436,8.0
2025-06-09 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,10.82,14.1,47.3,2.394,0.0
2025-06-09 05:00:00,SOLAR_MUNICH_01,solar,0.12,5.0,31.5,6.75,13.6,42.7,2.937,98.1
2025-06-09 06:00:00,SOLAR_MUNICH_01,solar,0.497,5.0,96.5,9.48,16.5,39.0,2.622,407.2
2025-06-09 07:00:00,SOLAR_MUNICH_01,solar,0.758,5.0,152.9,8.83,12.7,47.8,3.343,621.9
2025-06-09 08:00:00,SOLAR_MUNICH_01,solar,1.928,5.0,366.4,9.57,14.7,24.8,3.426,1580.6
2025-06-09 09:00:00,SOLAR_MUNICH_01,solar,2.59,5.0,503.7,4.17,10.6,34.6,3.415,2123.9
2025-06-09 10:00:00,SOLAR_MUNICH_01,solar,3.466,5.0,671.4,8.82,12.6,16.0,3.874,2842.4
2025-06-09 11:00:00,SOLAR_MUNICH_01,solar,1.607,5.0,315.4,9.84,15.3,77.4,4.11,1317.6
2025-06-09 12:00:00,SOLAR_MUNICH_01,solar,1.761,5.0,340.3,7.82,16.0,67.6,4.692,1443.8
2025-06-09 13:00:00,SOLAR_MUNICH_01,solar,3.334,5.0,640.6,3.98,19.8,35.2,4.928,2733.6
2025-06-09 14:00:00,SOLAR_MUNICH_01,solar,4.139,5.0,813.7,4.17,18.3,5.4,4.505,3393.7
2025-06-09 15:00:00,SOLAR_MUNICH_01,solar,2.157,5.0,421.4,14.51,24.5,59.3,4.745,1769.1
2025-06-09 16:00:00,SOLAR_MUNICH_01,solar,2.906,5.0,585.2,8.53,24.1,25.2,4.567,2383.2
2025-06-09 17:00:00,SOLAR_MUNICH_01,solar,2.202,5.0,448.0,8.0,21.7,37.9,4.624,1805.8
2025-06-09 18:00:00,SOLAR_MUNICH_01,solar,1.375,5.0,268.2,8.01,26.4,57.5,3.575,1127.4
2025-06-09 19:00:00,SOLAR_MUNICH_01,solar,0.632,5.0,131.9,5.14,30.9,69.8,4.044,518.5
2025-06-09 20:00:00,SOLAR_MUNICH_01,solar,0.566,5.0,104.6,6.88,28.1,44.2,3.985,464.4
2025-06-09 21:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,16.59,31.5,36.7,3.157,0.0
2025-06-09 22:00:00,SOLAR_MUNICH_01,solar,0.08,5.0,0.0,14.14,24.7,35.4,2.872,65.5
2025-06-09 23:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,6.67,26.1,31.0,2.786,0.0
2025-06-10 00:00:00,SOLAR_MUNICH_01,solar,0.112,5.0,0.0,12.71,25.1,2.6,2.142,91.5
2025-06-10 01:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,7.23,20.3,25.6,2.413,0.0
2025-06-10 02:00:00,SOLAR_MUNICH_01,solar,0.098,5.0,0.0,5.79,19.6,58.3,2.291,80.3
2025-06-10 03:00:00,SOLAR_MUNICH_01,solar,0.088,5.0,0.0,4.99,16.8,39.0,2.422,72.5
2025-06-10 04:00:00,SOLAR_MUNICH_01,solar,0.0,5.0,0.0,8.31,15.3,55.3,2.578,0.0
